Spiel,Action,Drittel,Linien For,Nummerische Spielsituation,Schussart,Spieler Tigers,Spieler Tigers 2,XG,Taktische Spielsituation,ZOE_For,ZOE_Gegner,Schussmetrik,Schusslabels
2022-01-19_vs_PlayoffVF1FBK(A),ZOE For: 1,D1,L1,5:5,,,,,Auslösung,Good,,,
2022-01-19_vs_PlayoffVF1FBK(A),ZOE For: 2,D1,L2,5:5,,,,,Auslösung,Good,,,
2022-01-19_vs_PlayoffVF1FBK(A),ZOE For: 3,D1,L1,5:5,,,,,Auslösung,Bad,,,
2022-01-19_vs_PlayoffVF1FBK(A),ZOE For: 4,D1,L3,5:5,,,,,Auslösung,Bad,,,
2022-01-19_vs_PlayoffVF1FBK(A),ZOE For: 5,D1,L1,5:5,,,,,Auslösung,Bad,,,
2022-01-19_vs_PlayoffVF1FBK(A),ZOE For: 6,D1,L1,5:5,,,,,Auslösung,Good,,,
2022-01-19_vs_PlayoffVF1FBK(A),ZOE For: 7,D1,L1,5:5,,,,,Auslösung,Good,,,
2022-01-19_vs_PlayoffVF1FBK(A),ZOE For: 8,D2,L1,5:5,,,,,Auslösung,Bad,,,
2022-01-19_vs_PlayoffVF1FBK(A),ZOE For: 9,D2,L2,5:5,,,,,Auslösung,Bad,,,
2022-01-19_vs_PlayoffVF1FBK(A),ZOE For: 10,D2,L3,5:5,,,,,Auslösung,Good,,,
2022-01-19_vs_PlayoffVF1FBK(A),ZOE For: 11,D2,L1,5:5,,,,,Auslösung,Bad,,,
2022-01-19_vs_PlayoffVF1FBK(A),ZOE For: 12,D2,L2,5:5,,,,,Auslösung,Bad,,,
2022-01-19_vs_PlayoffVF1FBK(A),ZOE For: 13,D2,L1,5:5,,,,,Auslösung,Bad,,,
2022-01-19_vs_PlayoffVF1FBK(A),ZOE For: 14,D2,L2,5:5,,,,,Auslösung,Good,,,
2022-01-19_vs_PlayoffVF1FBK(A),ZOE For: 15,D2,L1,5:5,,,,,Auslösung,Good,,,
2022-01-19_vs_PlayoffVF1FBK(A),ZOE For: 16,D2,L2,5:5,,,,,Auslösung,Bad,,,
2022-01-19_vs_PlayoffVF1FBK(A),ZOE For: 17,D3,L2,5:5,,,,,Auslösung,Bad,,,
2022-01-19_vs_PlayoffVF1FBK(A),ZOE For: 18,D3,L1,5:5,,,,,Auslösung,Good,,,
2022-01-19_vs_PlayoffVF1FBK(A),ZOE For: 19,D3,L1,5:5,,,,,Auslösung,Bad,,,
2022-01-19_vs_PlayoffVF1FBK(A),ZOE For: 20,D3,L1,5:5,,,,,Auslösung,Good,,,
2022-01-19_vs_PlayoffVF1FBK(A),ZOE Gegner: 1,D1,L2,5:5,,,,,Auslösung,,Bad,,
2022-01-19_vs_PlayoffVF1FBK(A),ZOE Gegner: 2,D1,L1,5:5,,,,,Auslösung,,Bad,,
2022-01-19_vs_PlayoffVF1FBK(A),ZOE Gegner: 3,D1,L2,5:5,,,,,Auslösung,,Good,,
2022-01-19_vs_PlayoffVF1FBK(A),ZOE Gegner: 4,D1,L1,5:5,,,,,Auslösung,,Good,,
2022-01-19_vs_PlayoffVF1FBK(A),ZOE Gegner: 5,D1,L3,5:5,,,,,Auslösung,,Bad,,
2022-01-19_vs_PlayoffVF1FBK(A),ZOE Gegner: 6,D1,L3,5:5,,,,,Auslösung,,Good,,
2022-01-19_vs_PlayoffVF1FBK(A),ZOE Gegner: 7,D1,L3,5:5,,,,,Auslösung,,Bad,,
2022-01-19_vs_PlayoffVF1FBK(A),ZOE Gegner: 8,D1,L1,5:5,,,,,Auslösung,,Bad,,
2022-01-19_vs_PlayoffVF1FBK(A),ZOE Gegner: 9,D1,L1,5:5,,,,,Auslösung,,Good,,
2022-01-19_vs_PlayoffVF1FBK(A),ZOE Gegner: 10,D1,L3,5:5,,,,,Auslösung,,Bad,,
2022-01-19_vs_PlayoffVF1FBK(A),ZOE Gegner: 11,D2,L2,5:5,,,,,Auslösung,,Good,,
2022-01-19_vs_PlayoffVF1FBK(A),ZOE Gegner: 12,D2,L1,5:5,,,,,Auslösung,,Bad,,
2022-01-19_vs_PlayoffVF1FBK(A),ZOE Gegner: 13,D2,L3,5:5,,,,,Auslösung,,Bad,,
2022-01-19_vs_PlayoffVF1FBK(A),ZOE Gegner: 14,D2,L1,5:5,,,,,Auslösung,,Bad,,
2022-01-19_vs_PlayoffVF1FBK(A),ZOE Gegner: 15,D2,L1,5:5,,,,,Auslösung,,Good,,
2022-01-19_vs_PlayoffVF1FBK(A),ZOE Gegner: 16,D3,L1,5:5,,,,,Auslösung,,Bad,,
