Spiel,Action,Drittel,Linien For,Nummerische Spielsituation,Schussart,Spieler Tigers,Spieler Tigers 2,XG,Taktische Spielsituation,ZOE_For,ZOE_Gegner,Schussmetrik,Schusslabels
2022-01-09_vs_HCR_Home,Low Q Chance For: 11,D2,L1,5:5,Gezogen,Marco Oliver Gerber,,0.2,Auslösung,,,,
2022-01-09_vs_HCR_Home,Low Q Chance For: 12,D2,L1,5:5,Gezogen,Stefan Siegenthaler,,0.2,Festsetzen,,,,
2022-01-09_vs_HCR_Home,Low Q Chance For: 13,D3,L2,5:5,Handgelenk,Luca Fankhauser,,0.2,Auslösung,,,,
2022-01-09_vs_HCR_Home,Low Q Chance For: 15,OT,L2,5:5,Direkt,Marco Rentsch,,0.2,Festsetzen,,,,
2022-01-09_vs_HCR_Home,Low Q Chance For: 17,OT,L1,5:5,Gezogen,Nick Pfister,,0.2,Festsetzen,,,,
2022-01-09_vs_HCR_Home,Low Q Chance Against: 1,D1,L1,5:5,Direkt,,,0.2,Auslösung,,,,
2022-01-09_vs_HCR_Home,Low Q Chance Against: 2,D1,L1,5:5,Direkt,,,0.2,Auslösung,,,,
2022-01-09_vs_HCR_Home,Low Q Chance Against: 3,D1,L1,5:5,Gezogen,,,0.2,Festsetzen,,,,
2022-01-09_vs_HCR_Home,Low Q Chance Against: 4,D1,L1,5:5,Direkt,,,0.2,Konter,,,,
2022-01-09_vs_HCR_Home,Low Q Chance Against: 5,D2,L1,5:5,Gezogen,,,0.2,Festsetzen,,,,
2022-01-09_vs_HCR_Home,Low Q Chance Against: 7,D3,L1,5:5,Gezogen,,,0.2,Auslösung,,,,
2022-01-09_vs_HCR_Home,Low Q Chance Against: 8,OT,L2,5:5,Gezogen,,,0.2,Auslösung,,,,
2022-01-09_vs_HCR_Home,Low Q Chance Against: 9,OT,L1,5:5,Gezogen,,,0.2,Festsetzen,,,,
2022-01-09_vs_HCR_Home,Low Q Chance Against: 10,OT,L1,5:5,Direkt,,,0.2,Konter,,,,
2022-01-09_vs_HCR_Home,Low Q Chance For: 5,D1,L1,5:5,Gezogen,Stefan Siegenthaler,,0.1,Standart,,,,
2022-01-09_vs_HCR_Home,Low Q Chance For: 18,OT,L2,5:5,Direkt,Simon Steiner,,0.1,Auslösung,,,,
2022-01-09_vs_HCR_Home,Low Q Chance Against: 6,D2,L1,5:5,Direkt,,,0.1,Festsetzen,,,,
