Spiel,Action,Drittel,Linien For,Nummerische Spielsituation,Schussart,Spieler Tigers,Spieler Tigers 2,XG,Taktische Spielsituation,ZOE_For,ZOE_Gegner,Schussmetrik,Schusslabels
2022-01-09_vs_HCR_Home,ZOE For: 1,D1,L1,5:5,,,,,Auslösung,Good,,,
2022-01-09_vs_HCR_Home,ZOE For: 2,D1,L3,5:5,,,,,Auslösung,Good,,,
2022-01-09_vs_HCR_Home,ZOE For: 3,D1,L1,5:5,,,,,Auslösung,Bad,,,
2022-01-09_vs_HCR_Home,ZOE For: 4,D2,,5:5,,,,,Auslösung,Good,,,
2022-01-09_vs_HCR_Home,ZOE Gegner: 1,D1,L2,5:5,,,,,Auslösung,,Good,,
2022-01-09_vs_HCR_Home,ZOE Gegner: 2,D1,L2,5:5,,,,,Auslösung,,Bad,,
2022-01-09_vs_HCR_Home,ZOE Gegner: 3,D1,L2,5:5,,,,,Auslösung,,Bad,,
2022-01-09_vs_HCR_Home,ZOE Gegner: 4,D1,L1,5:5,,,,,Auslösung,,Good,,
2022-01-09_vs_HCR_Home,Tor Gegner: 1,D1,BP2,4:5,Direkt,,,0.6,,,,,
2022-01-09_vs_HCR_Home,Tor Gegner: 2,D1,BP2,5:5,Direkt,,,0.6,,,,,
2022-01-09_vs_HCR_Home,Tor Gegner: 4,D2,L1,5:5,Direkt,,,0.5,Konter,,,,
2022-01-09_vs_HCR_Home,Tor Gegner: 6,OT,L2,5:5,Direkt,,,0.5,Auslösung,,,,
2022-01-09_vs_HCR_Home,Tor Tigers: 1,D1,L1,5:5,Direkt,Marco Rentsch,,0.5,Nachsetzen,,,,
2022-01-09_vs_HCR_Home,High Q Chance Against: 1,OT,L2,5:5,Gezogen,,,0.5,Konter,,,,
2022-01-09_vs_HCR_Home,Mid Q Chance Against: 1,D1,L3,5:5,Direkt,,,0.4,Festsetzen,,,,
2022-01-09_vs_HCR_Home,Mid Q Chance For: 2,OT,L1,5:5,Handgelenk,Marco Oliver Gerber,,0.4,Konter,,,,
2022-01-09_vs_HCR_Home,Tor Gegner: 3,D1,L3,5:5,Direkt,,,0.4,Konter,,,,
2022-01-09_vs_HCR_Home,Tor Tigers: 3,D2,L1,5:5,Direkt,Stefan Siegenthaler,,0.4,Nachsetzen,,,,
2022-01-09_vs_HCR_Home,Tor Tigers: 4,D2,L2,5:5,Volley,Kevin Kropf,,0.4,Auslösung,,,,
2022-01-09_vs_HCR_Home,Pot + Chance Against: 1,OT,"L1, L1",5:5,Volley,,,0.4,Festsetzen,,,,
2022-01-09_vs_HCR_Home,Low Q Chance For: 8,D1,L3,5:5,"Gezogen, Gezogen",Eliah Musio,,0.3,Auslösung,,,,
2022-01-09_vs_HCR_Home,Low Q Chance For: 10,D2,L2,5:5,Handgelenk,Kevin Kropf,,0.3,Konter,,,,
2022-01-09_vs_HCR_Home,Low Q Chance For: 14,OT,L2,5:5,Gezogen,Janis Lauber,,0.3,Auslösung,,,,
2022-01-09_vs_HCR_Home,Low Q Chance For: 16,OT,L1,5:5,Gezogen,Stefan Siegenthaler,,0.3,Festsetzen,,,,
2022-01-09_vs_HCR_Home,Low Q Chance Against: 11,OT,L2,5:5,Direkt,,,0.3,Konter,,,,
2022-01-09_vs_HCR_Home,Mid Q Chance For: 1,OT,L2,5:5,Gezogen,Simon Steiner,,0.3,Auslösung,,,,
2022-01-09_vs_HCR_Home,Tor Gegner: 5,D3,L2,5:6,Direkt,,,0.3,,,,,
2022-01-09_vs_HCR_Home,Tor Tigers: 2,D2,L2,5:5,Volley,Simon Steiner,,0.3,Konter,,,,
2022-01-09_vs_HCR_Home,Tor Tigers: 5,D3,L2,5:5,Handgelenk,Luca Fankhauser,,0.3,Nachsetzen,,,,
2022-01-09_vs_HCR_Home,Low Q Chance For: 1,D1,L1,5:5,Gezogen,Marco Oliver Gerber,,0.2,Standart,,,,
2022-01-09_vs_HCR_Home,Low Q Chance For: 2,D1,L2,5:5,Direkt,Simon Steiner,,0.2,Auslösung,,,,
2022-01-09_vs_HCR_Home,Low Q Chance For: 3,D1,L3,5:5,Direkt,Eliah Musio,,0.2,Standart,,,,
2022-01-09_vs_HCR_Home,Low Q Chance For: 4,D1,L1,5:5,Volley,Nick Pfister,,0.2,Konter,,,,
2022-01-09_vs_HCR_Home,Low Q Chance For: 6,D1,L2,5:5,Volley,Luca Steiner,,0.2,Festsetzen,,,,
2022-01-09_vs_HCR_Home,Low Q Chance For: 7,D1,L1,5:5,Gezogen,Nick Pfister,,0.2,Festsetzen,,,,
2022-01-09_vs_HCR_Home,Low Q Chance For: 9,D2,L1,5:5,Handgelenk,Marco Oliver Gerber,,0.2,Festsetzen,,,,
