Spiel,Action,Drittel,Linien For,Nummerische Spielsituation,Schussart,Spieler Tigers,Spieler Tigers 2,XG,Taktische Spielsituation,ZOE_For,ZOE_Gegner,Schussmetrik,Schusslabels
2022-01-22_vs_PFVF4,Tor Tigers: 4,D2,PP1,5:4,Gezogen,,,,,,,,
2022-01-22_vs_PFVF4,Tor Tigers: 6,D3,,5:6,Direkt,Christian Stucki,,,,,,,
2022-01-22_vs_PFVF4,High Q Chance Against: 1,D1,L2,5:5,Gezogen,,,"0.8, 0.8",Konter,,,,
2022-01-22_vs_PFVF4,Tor Tigers: 1,D2,L1,,Handgelenk,Maurice Aebersold,,0.5,Konter,,,,
2022-01-22_vs_PFVF4,Tor Tigers: 3,D2,L2,5:5,Direkt,Janis Lauber,,0.5,Auslösung,,,,
2022-01-22_vs_PFVF4,High Q Chance Against: 2,D1,L3,5:5,Direkt,,,0.5,Auslösung,,,,
2022-01-22_vs_PFVF4,High Q Chance Against: 4,D3,L2,5:5,Direkt,,,0.5,Auslösung,,,,
2022-01-22_vs_PFVF4,High Q Chance Against: 5,D3,L2,5:5,Direkt,,,0.5,Konter,,,,
2022-01-22_vs_PFVF4,Mid Q Chance For: 3,D1,L2,5:5,Volley,Janis Lauber,,0.4,Festsetzen,,,,
2022-01-22_vs_PFVF4,Mid Q Chance For: 4,D2,L3,5:5,Direkt,Eliah Musio,,0.4,Konter,,,,
2022-01-22_vs_PFVF4,High Q Chance Against: 3,D2,L2,5:5,Volley,,,0.4,Standart,,,,
2022-01-22_vs_PFVF4,Low Q Chance For: 3,D1,L1,5:5,Handgelenk,Björn Schenkel,,0.3,Konter,,,,
2022-01-22_vs_PFVF4,Low Q Chance For: 4,D1,L1,5:5,Gezogen,Matteo Steiner,,0.3,Konter,,,,
2022-01-22_vs_PFVF4,Low Q Chance For: 18,D3,L2,5:5,Handgelenk,Marco Rentsch,,0.3,Konter,,,,
2022-01-22_vs_PFVF4,Mid Q Chance Against: 1,D2,L3,5:5,Gezogen,,,0.3,Standart,,,,
2022-01-22_vs_PFVF4,Mid Q Chance For: 1,D1,L2,5:5,,Jan Ewald,,0.3,Konter,,,,
2022-01-22_vs_PFVF4,Mid Q Chance For: 5,D3,L3,5:5,Handgelenk,Luca Fankhauser,,0.3,Konter,,,,
2022-01-22_vs_PFVF4,Tor Gegner: 1,D1,L2,5:5,Handgelenk,,,0.3,Konter,,,,
2022-01-22_vs_PFVF4,Tor Gegner: 2,D1,L1,5:5,Handgelenk,,,0.3,Konter,,,,
2022-01-22_vs_PFVF4,Tor Gegner: 3,D1,L2,5:5,Direkt,,,0.3,Standart,,,,
2022-01-22_vs_PFVF4,Tor Gegner: 4,D2,L2,5:5,Gezogen,,,0.3,Festsetzen,,,,
2022-01-22_vs_PFVF4,High Q Chance For: 1,D3,L1,5:5,Handgelenk,Maurice Aebersold,,0.3,Konter,,,,
2022-01-22_vs_PFVF4,Tor Tigers: 2,D2,L2,5:5,Direkt,Jan Ewald,,0.3,Auslösung,,,,
2022-01-22_vs_PFVF4,Low Q Chance For: 1,D3,L1,5:5,Direkt,,,0.2,Konter,,,,
2022-01-22_vs_PFVF4,Low Q Chance For: 7,D1,L2,5:5,Handgelenk,Janis Lauber,,0.2,Auslösung,,,,
2022-01-22_vs_PFVF4,Low Q Chance For: 8,D1,L2,5:5,Direkt,Gustav Svensson,,0.2,Auslösung,,,,
2022-01-22_vs_PFVF4,Low Q Chance For: 10,D1,L3,5:5,Gezogen,Nick Pfister,,0.2,Konter,,,,
2022-01-22_vs_PFVF4,Low Q Chance For: 12,D2,L2,5:5,,Simon Steiner,,0.2,Festsetzen,,,,
2022-01-22_vs_PFVF4,Low Q Chance For: 13,D2,L1,5:5,Handgelenk,Matteo Steiner,,0.2,Konter,,,,
2022-01-22_vs_PFVF4,Low Q Chance For: 17,D3,L1,5:5,Gezogen,Christian Stucki,,0.2,Auslösung,,,,
2022-01-22_vs_PFVF4,Low Q Chance For: 22,D3,,5:5,Volley,Christian Stucki,,0.2,Standart,,,,
2022-01-22_vs_PFVF4,Low Q Chance For: 24,D3,L1,5:5,Direkt,Christian Stucki,,0.2,Konter,,,,
2022-01-22_vs_PFVF4,Low Q Chance Against: 4,D1,L3,5:5,Gezogen,,,0.2,Auslösung,,,,
2022-01-22_vs_PFVF4,Low Q Chance Against: 12,D2,L2,5:5,,,,0.2,Festsetzen,,,,
2022-01-22_vs_PFVF4,Low Q Chance Against: 13,D2,,5:5,Gezogen,,,0.2,Festsetzen,,,,
2022-01-22_vs_PFVF4,Low Q Chance Against: 14,D2,,5:5,Handgelenk,,,0.2,Auslösung,,,,
2022-01-22_vs_PFVF4,Low Q Chance Against: 20,D3,L1,5:5,,,,0.2,Festsetzen,,,,
2022-01-22_vs_PFVF4,Low Q Chance Against: 21,D3,L2,5:5,Gezogen,,,0.2,Festsetzen,,,,
2022-01-22_vs_PFVF4,Low Q Chance Against: 22,D3,L1,5:5,,,,0.2,Festsetzen,,,,
2022-01-22_vs_PFVF4,Mid Q Chance For: 2,D1,L2,5:5,Direkt,Gustav Svensson,,0.2,Standart,,,,
2022-01-22_vs_PFVF4,Low Q Chance Against: 17,D3,L1,5:5,Gezogen,,,"0.1, 0.1",Festsetzen,,,,
2022-01-22_vs_PFVF4,Low Q Chance For: 2,D1,L2,5:5,Gezogen,Jan Ewald,,0.1,Festsetzen,,,,
2022-01-22_vs_PFVF4,Low Q Chance For: 5,D1,L1,5:5,Gezogen,Christian Stucki,,0.1,Konter,,,,
2022-01-22_vs_PFVF4,Low Q Chance For: 6,D1,L2,5:5,Gezogen,Janis Lauber,,0.1,Konter,,,,
2022-01-22_vs_PFVF4,Low Q Chance For: 9,D1,L3,5:5,Gezogen,Luca Fankhauser,,0.1,Auslösung,,,,
2022-01-22_vs_PFVF4,Low Q Chance For: 11,D1,L1,5:5,Gezogen,Maurice Aebersold,,0.1,Konter,,,,
2022-01-22_vs_PFVF4,Low Q Chance For: 15,D2,L1,5:5,,Stefan Siegenthaler,,0.1,Standart,,,,
2022-01-22_vs_PFVF4,Low Q Chance For: 16,D3,L1,5:5,Handgelenk,Christian Stucki,,0.1,Konter,,,,
2022-01-22_vs_PFVF4,Low Q Chance For: 19,D3,L2,5:5,,Simon Steiner,,0.1,Festsetzen,,,,
2022-01-22_vs_PFVF4,Low Q Chance For: 20,D3,L2,5:5,Gezogen,Jan Ewald,,0.1,Konter,,,,
2022-01-22_vs_PFVF4,Low Q Chance For: 21,D3,L2,5:5,Gezogen,Jan Ewald,,0.1,Festsetzen,,,,
2022-01-22_vs_PFVF4,Low Q Chance For: 23,D3,L2,5:5,Gezogen,Jan Ewald,,0.1,Auslösung,,,,
2022-01-22_vs_PFVF4,Low Q Chance Against: 1,D1,L1,5:5,Gezogen,,,0.1,Festsetzen,,,,
2022-01-22_vs_PFVF4,Low Q Chance Against: 2,D1,L1,5:5,,,,0.1,Standart,,,,
2022-01-22_vs_PFVF4,Low Q Chance Against: 3,D1,L2,5:5,Gezogen,,,0.1,Auslösung,,,,
2022-01-22_vs_PFVF4,Low Q Chance Against: 5,D1,L2,5:5,,,,0.1,Auslösung,,,,
2022-01-22_vs_PFVF4,Low Q Chance Against: 6,D1,L2,5:5,,,,0.1,Festsetzen,,,,
2022-01-22_vs_PFVF4,Low Q Chance Against: 7,D1,L2,5:5,Handgelenk,,,0.1,Konter,,,,
2022-01-22_vs_PFVF4,Low Q Chance Against: 9,D2,L2,5:5,Gezogen,,,0.1,Auslösung,,,,
2022-01-22_vs_PFVF4,Low Q Chance Against: 10,D2,L3,5:5,,,,0.1,Festsetzen,,,,
2022-01-22_vs_PFVF4,Low Q Chance Against: 15,D3,L1,5:5,Gezogen,,,0.1,Festsetzen,,,,
2022-01-22_vs_PFVF4,Low Q Chance Against: 16,D3,L2,5:5,Gezogen,,,0.1,Standart,,,,
2022-01-22_vs_PFVF4,Low Q Chance Against: 18,D3,L1,5:5,Direkt,,,0.1,Standart,,,,
2022-01-22_vs_PFVF4,Low Q Chance Against: 19,D3,L1,5:5,Gezogen,,,0.1,Konter,,,,
2022-01-22_vs_PFVF4,Low Q Chance Against: 23,D3,L1,5:5,Gezogen,,,0.1,,,,,
2022-01-22_vs_PFVF4,Low Q Chance Against: 24,D3,L2,5:5,,,,0.1,Konter,,,,
2022-01-22_vs_PFVF4,Mid Q Chance Against: 2,D3,L2,5:5,Direkt,,,0.1,Standart,,,,
2022-01-22_vs_PFVF4,Tor Tigers: 5,D3,L1,5:5,Gezogen,Martin Mosimann,,0.1,Festsetzen,,,,
