Spiel,Action,Drittel,Linien For,Nummerische Spielsituation,Schussart,Spieler Tigers,Spieler Tigers 2,XG,Taktische Spielsituation,ZOE_For,ZOE_Gegner,Schussmetrik,Schusslabels
2022-01-02_vs_Basel,Low Q Chance Against: 13,D3,L2,5:5,Handgelenk,,,0.3,Konter,,,,
2022-01-02_vs_Basel,Mid Q Chance Against: 1,D2,L1,5:5,Direkt,,,0.3,Konter,,,,
2022-01-02_vs_Basel,Mid Q Chance Against: 2,D3,L2,5:5,Direkt,,,0.3,Konter,,,,
2022-01-02_vs_Basel,Mid Q Chance For: 3,D3,L2,5:5,Gezogen,Simon Steiner,,0.3,Festsetzen,,,,
2022-01-02_vs_Basel,Tor Gegner: 1,D1,L1,5:5,Direkt,,,0.3,Konter,,,,
2022-01-02_vs_Basel,Tor Gegner: 2,D1,L1,5:5,Gezogen,,,0.3,Konter,,,,
2022-01-02_vs_Basel,Tor Gegner: 3,D1,L2,5:5,Handgelenk,,,0.3,Auslösung,,,,
2022-01-02_vs_Basel,Tor Tigers: 3,D2,L2,5:5,Direkt,Simon Steiner,,0.3,Standart,,,,
2022-01-02_vs_Basel,Tor Tigers: 5,D3,PP1,5:4,Handgelenk,Janis Lauber,,0.3,,,,,
2022-01-02_vs_Basel,Pot + Chance For: 1,D1,L1,5:5,,Marco Oliver Gerber,,0.3,Festsetzen,,,,
2022-01-02_vs_Basel,ZOE For: 3,D1,L3,5:5,,,,0.2,Auslösung,Good,,,
2022-01-02_vs_Basel,Low Q Chance For: 1,D1,L1,5:5,Handgelenk,Marco Oliver Gerber,,0.2,Konter,,,,
2022-01-02_vs_Basel,Low Q Chance For: 2,D1,L3,5:5,Gezogen,Matteo Steiner,,0.2,Festsetzen,,,,
2022-01-02_vs_Basel,Low Q Chance For: 3,D1,L3,5:5,,Luca Fankhauser,,0.2,Auslösung,,,,
2022-01-02_vs_Basel,Low Q Chance For: 5,D1,L3,5:5,Gezogen,Matteo Steiner,,0.2,Standart,,,,
2022-01-02_vs_Basel,Low Q Chance For: 6,D1,L3,5:5,Gezogen,Matteo Steiner,,0.2,Festsetzen,,,,
2022-01-02_vs_Basel,Low Q Chance For: 7,D2,L1,5:5,Gezogen,Stefan Siegenthaler,,0.2,Standart,,,,
2022-01-02_vs_Basel,Low Q Chance For: 8,D2,L3,5:5,Gezogen,Matteo Steiner,,0.2,Standart,,,,
2022-01-02_vs_Basel,Low Q Chance For: 9,D2,L2,5:5,Gezogen,Gustav Svensson,,0.2,Standart,,,,
2022-01-02_vs_Basel,Low Q Chance For: 10,D2,L1,5:5,Gezogen,Matteo Steiner,,0.2,Konter,,,,
2022-01-02_vs_Basel,Low Q Chance For: 11,D2,L1,5:5,Gezogen,Marco Oliver Gerber,,0.2,Festsetzen,,,,
2022-01-02_vs_Basel,Low Q Chance For: 13,D2,L2,5:5,"Volley, Gezogen",Simon Steiner,,0.2,Standart,,,,
2022-01-02_vs_Basel,Low Q Chance For: 14,D2,L1,5:5,,Björn Schenkel,,0.2,Festsetzen,,,,
2022-01-02_vs_Basel,Low Q Chance For: 15,D3,L1,5:5,Handgelenk,Matteo Steiner,,0.2,Auslösung,,,,
2022-01-02_vs_Basel,Low Q Chance For: 17,D3,L1,5:5,Gezogen,Matteo Steiner,,0.2,Konter,,,,
2022-01-02_vs_Basel,Low Q Chance Against: 2,D1,L2,5:5,Direkt,,,0.2,Konter,,,,
2022-01-02_vs_Basel,Low Q Chance Against: 8,D2,L3,5:5,Gezogen,,,0.2,Konter,,,,
2022-01-02_vs_Basel,Low Q Chance Against: 9,D2,L2,5:5,Gezogen,,,0.2,Festsetzen,,,,
2022-01-02_vs_Basel,Low Q Chance Against: 10,D2,L2,5:5,Gezogen,,,0.2,Festsetzen,,,,
2022-01-02_vs_Basel,Low Q Chance Against: 12,D3,L2,5:5,Gezogen,,,0.2,Auslösung,,,,
2022-01-02_vs_Basel,Mid Q Chance For: 2,D1,L1,5:5,Direkt,Stefan Siegenthaler,,0.2,Konter,,,,
2022-01-02_vs_Basel,Tor Gegner: 7,D3,PP1,5:4,Gezogen,,,0.2,Konter,,,,
2022-01-02_vs_Basel,Tor Tigers: 2,D1,L2,5:5,Gezogen,Simon Steiner,,0.2,Nachsetzen,,,,
2022-01-02_vs_Basel,Low Q Chance Against: 1,D1,L2,5:5,Gezogen,,,0.1,Standart,,,,
2022-01-02_vs_Basel,Low Q Chance Against: 3,D1,L2,5:5,Gezogen,,,0.1,Festsetzen,,,,
2022-01-02_vs_Basel,Low Q Chance Against: 4,D1,L3,5:5,Gezogen,,,0.1,Standart,,,,
2022-01-02_vs_Basel,Low Q Chance Against: 5,D1,L3,5:5,Direkt,,,0.1,Konter,,,,
2022-01-02_vs_Basel,Low Q Chance Against: 6,D1,L2,5:5,Direkt,,,0.1,Standart,,,,
2022-01-02_vs_Basel,Low Q Chance Against: 7,D2,L3,5:5,Gezogen,,,0.1,Konter,,,,
2022-01-02_vs_Basel,Low Q Chance Against: 11,D2,L2,5:5,Gezogen,,,0.1,Konter,,,,
