Spiel,Action,Drittel,Linien For,Nummerische Spielsituation,Schussart,Spieler Tigers,Spieler Tigers 2,XG,Taktische Spielsituation,ZOE_For,ZOE_Gegner,Schussmetrik,Schusslabels
2022-01-02_vs_Basel,ZOE For: 1,D1,L2,5:5,,,,,Auslösung,Good,,,
2022-01-02_vs_Basel,ZOE For: 2,D1,L3,5:5,,,,,Auslösung,Good,,,
2022-01-02_vs_Basel,ZOE For: 4,D1,L1,5:5,,,,,Auslösung,Bad,,,
2022-01-02_vs_Basel,ZOE For: 5,D1,L3,5:5,,,,,Auslösung,Bad,,,
2022-01-02_vs_Basel,ZOE For: 6,D1,L1,5:5,,,,,Auslösung,Good,,,
2022-01-02_vs_Basel,ZOE For: 7,D2,L1,5:5,,,,,Auslösung,Good,,,
2022-01-02_vs_Basel,ZOE For: 8,D2,L1,5:5,,,,,Auslösung,Bad,,,
2022-01-02_vs_Basel,ZOE For: 9,D2,L2,5:5,,,,,Auslösung,Good,,,
2022-01-02_vs_Basel,ZOE For: 10,D3,L2,5:5,,,,,Auslösung,Good,,,
2022-01-02_vs_Basel,ZOE Gegner: 1,D1,L2,5:5,,,,,Auslösung,,Bad,,
2022-01-02_vs_Basel,ZOE Gegner: 2,D1,L2,5:5,,,,,Auslösung,,Good,,
2022-01-02_vs_Basel,ZOE Gegner: 3,D2,L3,5:5,,,,,Auslösung,,Bad,,
2022-01-02_vs_Basel,ZOE Gegner: 4,D3,L1,5:5,,,,,Auslösung,,Good,,
2022-01-02_vs_Basel,Tor Gegner: 6,D3,L1,5:5,Direkt,,,0.6,Auslösung,,,,
2022-01-02_vs_Basel,High Q Chance For: 1,D3,L2,5:5,Handgelenk,Janis Lauber,,0.5,Konter,,,,
2022-01-02_vs_Basel,Pot + Chance For: 2,D1,L3,5:5,,Matteo Steiner,,"0.4, 0.2",Festsetzen,,,,
2022-01-02_vs_Basel,Mid Q Chance For: 1,D1,L3,5:5,Direkt,Luca Fankhauser,,0.4,Festsetzen,,,,
2022-01-02_vs_Basel,Mid Q Chance For: 4,D3,L2,5:5,Direkt,Gustav Svensson,,0.4,Festsetzen,,,,
2022-01-02_vs_Basel,Tor Gegner: 4,D1,L1,5:5,Gezogen,,,0.4,Konter,,,,
2022-01-02_vs_Basel,Tor Gegner: 5,D2,BP2,4:5,Direkt,,,0.4,,,,,
2022-01-02_vs_Basel,Tor Tigers: 1,D1,L2,5:5,Gezogen,Simon Steiner,,0.4,Konter,,,,
2022-01-02_vs_Basel,Tor Tigers: 4,D2,L2,5:5,Handgelenk,Kevin Kropf,,0.4,Auslösung,,,,
2022-01-02_vs_Basel,Pot + Chance For: 3,D1,L2,5:5,Direkt,Luca Fankhauser,,0.4,Festsetzen,,,,
2022-01-02_vs_Basel,Low Q Chance For: 4,D1,L3,5:5,Handgelenk,,,0.3,Festsetzen,,,,
2022-01-02_vs_Basel,Low Q Chance For: 12,D2,L2,5:5,Handgelenk,Janis Lauber,,0.3,Auslösung,,,,
2022-01-02_vs_Basel,Low Q Chance For: 16,D3,L2,5:5,Gezogen,Simon Steiner,,0.3,Auslösung,,,,
