Spiel,Action,Drittel,Linien For,Nummerische Spielsituation,Schussart,Spieler Tigers,Spieler Tigers 2,XG,Taktische Spielsituation,ZOE_For,ZOE_Gegner,Schussmetrik,Schusslabels
2022-01-01_vs_Chur,ZOE For: 1,D1,L1,5:5,,,,,Auslösung,Bad,,,
2022-01-01_vs_Chur,ZOE For: 2,D1,L3,5:5,,,,,Auslösung,Bad,,,
2022-01-01_vs_Chur,ZOE For: 3,D1,L1,5:5,,,,,Auslösung,Good,,,
2022-01-01_vs_Chur,ZOE For: 4,D1,L2,5:5,,,,,Auslösung,Good,,,
2022-01-01_vs_Chur,ZOE For: 5,D2,L1,5:5,,,,,Auslösung,Good,,,
2022-01-01_vs_Chur,ZOE For: 6,D2,L1,5:5,,,,,Auslösung,Good,,,
2022-01-01_vs_Chur,ZOE For: 8,D3,L3,5:5,,,,,Auslösung,Good,,,
2022-01-01_vs_Chur,ZOE Gegner: 1,D1,L2,5:5,,,,,Auslösung,,Bad,,
2022-01-01_vs_Chur,ZOE Gegner: 2,D1,L1,5:5,,,,,Auslösung,,Bad,,
2022-01-01_vs_Chur,ZOE Gegner: 3,D1,L1,5:5,,,,,Auslösung,,Bad,,
2022-01-01_vs_Chur,ZOE Gegner: 4,D1,L1,5:5,,,,,Auslösung,,Good,,
2022-01-01_vs_Chur,ZOE Gegner: 5,D2,L1,5:5,,,,,Auslösung,,Good,,
2022-01-01_vs_Chur,ZOE Gegner: 6,D1,L2,5:5,,,,,Auslösung,,Good,,
2022-01-01_vs_Chur,ZOE Gegner: 7,D2,L3,5:5,,,,,Auslösung,,Bad,,
2022-01-01_vs_Chur,ZOE Gegner: 8,D2,L1,5:5,,,,,Auslösung,,Good,,
2022-01-01_vs_Chur,ZOE Gegner: 9,D3,L3,5:5,,,,,Auslösung,,Good,,
2022-01-01_vs_Chur,ZOE Gegner: 10,D3,L1,5:5,,,,,Auslösung,,Good,,
2022-01-01_vs_Chur,Tor Gegner: 2,D2,L3,5:5,Handgelenk,,,0.6,Auslösung,,,,
2022-01-01_vs_Chur,Tor Tigers: 9,D2,L1,5:5,Direkt,Matteo Steiner,,0.6,Konter,,,,
2022-01-01_vs_Chur,Tor Tigers: 11,D3,L2,5:5,Handgelenk,Simon Steiner,,0.6,Konter,,,,
2022-01-01_vs_Chur,High Q Chance For: 2,D2,L1,5:5,Handgelenk,Marco Oliver Gerber,,0.5,Auslösung,,,,
2022-01-01_vs_Chur,High Q Chance Against: 1,D2,L1,5:5,Handgelenk,,,0.5,Konter,,,,
2022-01-01_vs_Chur,Mid Q Chance For: 6,D2,L1,5:5,Handgelenk,Thomas Gfeller,,0.4,Auslösung,,,,
2022-01-01_vs_Chur,Mid Q Chance For: 7,D2,L1,5:5,Handgelenk,Matteo Steiner,,0.4,Auslösung,,,,
2022-01-01_vs_Chur,High Q Chance For: 1,D1,L2,5:5,Handgelenk,Simon Steiner,,0.4,Konter,,,,
2022-01-01_vs_Chur,Tor Tigers: 2,D2,L2,5:5,Direkt,Simon Steiner,,0.4,Pressing,,,,
2022-01-01_vs_Chur,Tor Tigers: 4,D2,L1,5:5,Handgelenk,Stefan Siegenthaler,,0.4,Festsetzen,,,,
2022-01-01_vs_Chur,Tor Tigers: 5,D2,L2,5:5,"CUTS, Volley",Kevin Kropf,,0.4,Standart,,,,
2022-01-01_vs_Chur,Tor Tigers: 7,D2,L2,5:5,Gezogen,Gustav Svensson,,0.4,Auslösung,,,,
2022-01-01_vs_Chur,Tor Tigers: 12,D3,L3,5:5,Volley,Nick Pfister,,0.4,Nachsetzen,,,,
2022-01-01_vs_Chur,Mid Q Chance Against: 1,D1,L3,5:5,Handgelenk,,,0.3,Festsetzen,,,,
2022-01-01_vs_Chur,Mid Q Chance Against: 2,D2,L2,5:5,Handgelenk,,,0.3,Auslösung,,,,
2022-01-01_vs_Chur,Mid Q Chance For: 2,D1,L2,5:5,Handgelenk,Simon Steiner,,0.3,Festsetzen,,,,
2022-01-01_vs_Chur,Mid Q Chance For: 4,D2,L2,5:5,Handgelenk,Kevin Kropf,,0.3,Konter,,,,
2022-01-01_vs_Chur,Mid Q Chance For: 5,D2,L2,5:5,Handgelenk,Janis Lauber,,0.3,Konter,,,,
2022-01-01_vs_Chur,Mid Q Chance For: 9,D3,L1,5:5,Handgelenk,Thomas Gfeller,,0.3,Auslösung,,,,
2022-01-01_vs_Chur,Tor Tigers: 1,D1,L3,5:5,Handgelenk,Matteo Steiner,,0.3,Festsetzen,,,,
2022-01-01_vs_Chur,Tor Tigers: 3,D2,L2,5:5,Gezogen,Janis Lauber,,0.3,Auslösung,,,,
2022-01-01_vs_Chur,Tor Tigers: 6,D2,L1,5:5,"CUTS, Handgelenk",Matteo Steiner,,0.3,Auslösung,,,,
2022-01-01_vs_Chur,Tor Tigers: 8,D3,L1,5:5,Gezogen,Stefan Siegenthaler,,0.3,Auslösung,,,,
2022-01-01_vs_Chur,Tor Tigers: 10,D2,L2,5:5,Handgelenk,Janis Lauber,,0.3,Auslösung,,,,
2022-01-01_vs_Chur,ZOE For: 7,D2,L1,5:5,,Matteo Steiner,,0.2,Auslösung,Good,,,
2022-01-01_vs_Chur,Low Q Chance For: 1,D1,L2,5:5,Handgelenk,Simon Steiner,,0.2,Konter,,,,
2022-01-01_vs_Chur,Low Q Chance For: 3,D1,L1,5:5,Handgelenk,Stefan Siegenthaler,,0.2,Festsetzen,,,,
2022-01-01_vs_Chur,Low Q Chance For: 4,D1,L1,5:5,Volley,Christian Stucki,,0.2,Standart,,,,
2022-01-01_vs_Chur,Low Q Chance For: 6,D1,L1,5:5,Gezogen,Marco Oliver Gerber,,0.2,Konter,,,,
2022-01-01_vs_Chur,Low Q Chance For: 10,D1,L2,5:5,Gezogen,Janis Lauber,,0.2,Festsetzen,,,,
2022-01-01_vs_Chur,Low Q Chance For: 13,D1,L2,5:5,Direkt,Schlegel Lucas,,0.2,Festsetzen,,,,
2022-01-01_vs_Chur,Low Q Chance For: 17,D2,L3,5:5,Handgelenk,Luca Steiner,,0.2,Konter,,,,
