Spiel,Action,Drittel,Linien For,Nummerische Spielsituation,Schussart,Spieler Tigers,Spieler Tigers 2,XG,Taktische Spielsituation,ZOE_For,ZOE_Gegner,Schussmetrik,Schusslabels
2022-01-01_vs_Chur,Low Q Chance For: 19,D2,L3,5:5,Handgelenk,Luca Fankhauser,,0.2,Festsetzen,,,,
2022-01-01_vs_Chur,Low Q Chance For: 20,D2,L1,5:5,Gezogen,Matteo Steiner,,0.2,Festsetzen,,,,
2022-01-01_vs_Chur,Low Q Chance For: 25,D3,L1,5:5,Handgelenk,Martin Mosimann,,0.2,Auslösung,,,,
2022-01-01_vs_Chur,Low Q Chance For: 28,D3,L3,5:5,Handgelenk,Luca Steiner,,0.2,Konter,,,,
2022-01-01_vs_Chur,Low Q Chance For: 29,D3,L1,5:5,Handgelenk,Thomas Gfeller,,0.2,Konter,,,,
2022-01-01_vs_Chur,Low Q Chance Against: 1,D1,L3,5:5,Handgelenk,,,0.2,Konter,,,,
2022-01-01_vs_Chur,Low Q Chance Against: 11,D2,L1,5:5,Gezogen,,,0.2,Konter,,,,
2022-01-01_vs_Chur,Low Q Chance Against: 14,D3,L3,5:5,Gezogen,,,0.2,Standart,,,,
2022-01-01_vs_Chur,Low Q Chance Against: 17,D3,L1,5:5,Handgelenk,,,0.2,Standart,,,,
2022-01-01_vs_Chur,Mid Q Chance For: 1,D1,L2,5:5,Gezogen,Simon Steiner,,0.2,Nachsetzen,,,,
2022-01-01_vs_Chur,Mid Q Chance For: 3,D1,L2,5:5,Direkt,Gustav Svensson,,0.2,Nachsetzen,,,,
2022-01-01_vs_Chur,Mid Q Chance For: 8,D2,L1,5:5,Handgelenk,Matteo Steiner,,0.2,Festsetzen,,,,
2022-01-01_vs_Chur,Tor Gegner: 3,D3,L1,5:5,Handgelenk,,,0.2,Standart,,,,
2022-01-01_vs_Chur,Low Q Chance Against: 9,D2,L2,5:5,Gezogen,,,"0.1, 0.3",Standart,,,,
2022-01-01_vs_Chur,Low Q Chance For: 2,D1,L3,5:5,Handgelenk,Matteo Steiner,,0.1,Konter,,,,
2022-01-01_vs_Chur,Low Q Chance For: 5,D1,L2,5:5,"Gezogen, CUTS",Kevin Kropf,,0.1,Auslösung,,,,
2022-01-01_vs_Chur,Low Q Chance For: 7,D1,L2,5:5,Gezogen,Gustav Svensson,,0.1,Standart,,,,
2022-01-01_vs_Chur,Low Q Chance For: 8,D1,L1,5:5,Direkt,Stefan Siegenthaler,,0.1,Standart,,,,
2022-01-01_vs_Chur,Low Q Chance For: 9,D1,L2,5:5,Direkt,Simon Steiner,,0.1,Festsetzen,,,,
2022-01-01_vs_Chur,Low Q Chance For: 11,D1,L1,5:5,Volley,Stefan Siegenthaler,,0.1,Festsetzen,,,,
2022-01-01_vs_Chur,Low Q Chance For: 12,D1,L2,5:5,Gezogen,Kevin Kropf,,0.1,Konter,,,,
2022-01-01_vs_Chur,Low Q Chance For: 14,D1,L1,5:5,Handgelenk,Thomas Gfeller,,0.1,Konter,,,,
2022-01-01_vs_Chur,Low Q Chance For: 15,D1,,5:5,Gezogen,Matteo Steiner,,0.1,Standart,,,,
2022-01-01_vs_Chur,Low Q Chance For: 16,D1,L2,5:5,Gezogen,Simon Steiner,,0.1,Festsetzen,,,,
2022-01-01_vs_Chur,Low Q Chance For: 18,D2,L2,5:5,Handgelenk,Kevin Kropf,,0.1,Konter,,,,
2022-01-01_vs_Chur,Low Q Chance For: 21,D2,L1,5:5,Gezogen,Matteo Steiner,,0.1,Nachsetzen,,,,
2022-01-01_vs_Chur,Low Q Chance For: 22,D2,L1,5:5,Gezogen,Matteo Steiner,,0.1,Auslösung,,,,
2022-01-01_vs_Chur,Low Q Chance For: 23,D2,L1,5:5,Gezogen,Matteo Steiner,,0.1,Festsetzen,,,,
2022-01-01_vs_Chur,Low Q Chance For: 24,D3,L1,5:5,Handgelenk,Stefan Siegenthaler,,0.1,Standart,,,,
2022-01-01_vs_Chur,Low Q Chance For: 26,D3,L3,5:5,Gezogen,Luca Fankhauser,,0.1,Standart,,,,
2022-01-01_vs_Chur,Low Q Chance For: 27,D3,L2,5:5,Gezogen,Simon Steiner,,0.1,Auslösung,,,,
2022-01-01_vs_Chur,Low Q Chance For: 30,D3,L1,5:5,Gezogen,Stefan Siegenthaler,,0.1,Standart,,,,
2022-01-01_vs_Chur,Low Q Chance For: 31,D1,L1,5:5,Gezogen,Marc Wüthrich,,0.1,Festsetzen,,,,
2022-01-01_vs_Chur,Low Q Chance Against: 2,D1,L1,5:5,Gezogen,,,0.1,Auslösung,,,,
2022-01-01_vs_Chur,Low Q Chance Against: 3,D1,L1,5:5,,,,0.1,Nachsetzen,,,,
2022-01-01_vs_Chur,Low Q Chance Against: 4,D1,L2,5:5,Gezogen,,,0.1,Auslösung,,,,
2022-01-01_vs_Chur,Low Q Chance Against: 5,D1,L3,5:5,Direkt,,,0.1,Konter,,,,
2022-01-01_vs_Chur,Low Q Chance Against: 6,D1,L1,5:5,Gezogen,,,0.1,Festsetzen,,,,
2022-01-01_vs_Chur,Low Q Chance Against: 7,D1,L1,5:5,Handgelenk,,,0.1,Festsetzen,,,,
2022-01-01_vs_Chur,Low Q Chance Against: 8,D1,L2,5:5,Gezogen,,,0.1,Auslösung,,,,
2022-01-01_vs_Chur,Low Q Chance Against: 10,D1,L3,5:5,Gezogen,,,0.1,Standart,,,,
2022-01-01_vs_Chur,Low Q Chance Against: 12,D2,L2,5:5,Gezogen,,,0.1,Auslösung,,,,
2022-01-01_vs_Chur,Low Q Chance Against: 13,D3,L2,5:5,Gezogen,,,0.1,Auslösung,,,,
2022-01-01_vs_Chur,Low Q Chance Against: 15,D3,L1,5:5,Handgelenk,,,0.1,Standart,,,,
2022-01-01_vs_Chur,Low Q Chance Against: 16,D3,L3,5:5,,,,0.1,Standart,,,,
2022-01-01_vs_Chur,Tor Gegner: 1,D1,L3,5:5,Gezogen,,,0.1,Auslösung,,,,
