Spiel,Action,Ballbesitzwechsel,Drittel,Linien For,Nachsetzen_Good_Bad,Nummerische Spielsituation,Schusslabels,Schussmetrik,Spieler Tigers,Spieler Tigers 2,Taktische Spielsituation,XG,ZOE_For,ZOE_Against
MS2_Chur,ZOE For: 1,Ballbesitzwechsel Nein,D1,,,5:5,,,Gustav Svensson,Janis Lauber,Auslösung,,Bad,
MS2_Chur,ZOE For: 2,Ballbesitzwechsel Nein,D1,L3,,5:5,,,Lukas Münger,Christian Stucki,Auslösung,,Bad,
MS2_Chur,ZOE For: 3,Ballbesitzwechsel Nein,D1,L1,,5:5,,,Gustav Svensson,Janis Lauber,Auslösung,,Bad,
MS2_Chur,ZOE For: 4,Ballbesitzwechsel Nein,D1,L2,,5:5,,,Elias Lunnestad,Matteo Steiner,Auslösung,,Good,
MS2_Chur,ZOE For: 5,Ballbesitzwechsel Nein,D1,L1,,5:5,,,Strohl Micha,Janis Lauber,Auslösung,,Good,
MS2_Chur,ZOE For: 6,Ballbesitzwechsel Nein,D1,L3,,5:5,,,Maurice Aebersold,,Auslösung,,Good,
MS2_Chur,ZOE For: 7,Ballbesitzwechsel Nein,D1,L2,,5:5,,,Elias Lunnestad,Matteo Steiner,Auslösung,,Good,
MS2_Chur,ZOE For: 8,Ballbesitzwechsel Nein,D1,L1,,5:5,,,Gustav Svensson,Maurice Aebersold,Auslösung,,Good,
MS2_Chur,ZOE For: 9,Ballbesitzwechsel Nein,D1,L1,,5:5,,,Gustav Svensson,,Auslösung,,Good,
MS2_Chur,ZOE For: 10,Ballbesitzwechsel Nein,D1,L1,,5:5,,,Gustav Svensson,Micha Strohl,Auslösung,,Good,
MS2_Chur,ZOE For: 11,Ballbesitzwechsel Nein,D1,L1,,5:5,,,Gustav Svensson,Janis Lauber,Auslösung,,Good,
MS2_Chur,ZOE For: 12,Ballbesitzwechsel Nein,D1,L1,,5:5,,,Gustav Svensson,Micha Strohl,Auslösung,,Good,
MS2_Chur,ZOE For: 13,Ballbesitzwechsel Nein,D1,L1,,5:5,,,Micha Strohl,Gustav Svensson,Auslösung,,Good,
MS2_Chur,ZOE For: 14,Ballbesitzwechsel Nein,D1,L1,,5:5,,,Gustav Svensson,Micha Strohl,Auslösung,,Good,
MS2_Chur,ZOE For: 15,Ballbesitzwechsel Nein,D2,L2,,5:5,,,Elias Lunnestad,,Auslösung,,Bad,
MS2_Chur,ZOE For: 16,Ballbesitzwechsel Nein,D2,L1,,5:5,,,Gustav Svensson,,Auslösung,,Good,
MS2_Chur,ZOE For: 17,Ballbesitzwechsel Nein,D2,L3,,5:5,,,Maurice Aebersold,Lukas Münger,Auslösung,,Good,
MS2_Chur,ZOE For: 18,Ballbesitzwechsel Nein,D2,L2,,5:5,,,Elias Lunnestad,Matteo Steiner,Auslösung,,Good,
MS2_Chur,ZOE For: 19,Ballbesitzwechsel Nein,D2,L3,,5:5,,,Maurice Aebersold,Lukas Münger,Auslösung,,Bad,
MS2_Chur,ZOE For: 20,Ballbesitzwechsel Nein,D3,L2,,5:5,,,Steiner Luca,Luca Fankhauser,Auslösung,,Good,
MS2_Chur,ZOE For: 21,Ballbesitzwechsel Nein,D3,L2,,5:5,,,Luca Fankhauser,,Auslösung,,Good,
MS2_Chur,ZOE For: 22,Ballbesitzwechsel Nein,D3,L2,,5:5,,,Luca Fankhauser,,Auslösung,,Bad,
MS2_Chur,ZOE For: 23,Ballbesitzwechsel Nein,D3,L2,,5:5,,,Steiner Luca,Luca Fankhauser,Auslösung,,Good,
MS2_Chur,Low Q Chance For: 1,Ballbesitzwechsel Ja,D1,L1,,5:5,Gezogen,Auf Tor,Simon Steiner,Janis Lauber,Auslösung,0.2,,
MS2_Chur,Low Q Chance For: 2,Ballbesitzwechsel Nein,D1,L1,,5:5,Direkt,Geblockt,Simon Steiner,Gustav Svensson,Auslösung,0.2,,
MS2_Chur,Low Q Chance For: 3,Ballbesitzwechsel Ja,D1,L2,,5:5,Gezogen,Geblockt,Matteo Steiner,Elias Lunnestad,Auslösung,0.1,,
MS2_Chur,Low Q Chance For: 4,Ballbesitzwechsel Nein,D1,L3,,5:5,Gezogen,Auf Tor,Lukas Münger,Maurice Aebersold,Festsetzen,0.2,,
