Spiel,Action,Drittel,Linien For,Nummerische Spielsituation,Schusslabels,Schussmetrik,Spieler Tigers,Spieler Tigers 2,Taktische Spielsituation,XG,ZOE_For,ZOE_Against
MS15_Wiler_A,ZOE For: 4,D1,L1,5:5,,,,,Auslösung,,Good,
MS15_Wiler_A,ZOE For: 5,D1,L1,5:5,,,Elias Lunnestad,,Auslösung,,Good,
MS15_Wiler_A,ZOE For: 6,D1,L1,5:5,,,,,Auslösung,,Good,
MS15_Wiler_A,ZOE For: 7,D1,L1,5:5,,,,,Auslösung,,Good,
MS15_Wiler_A,ZOE For: 8,D1,L1,5:5,,,,,Auslösung,,Good,
MS15_Wiler_A,ZOE For: 9,D1,L1,5:5,,,Elias Lunnestad,,Auslösung,,Bad,
MS15_Wiler_A,ZOE For: 10,D1,L2,5:5,,,Luca Fankhauser,,Auslösung,,Good,
MS15_Wiler_A,ZOE For: 11,D2,L1,5:5,,,,,Auslösung,,Bad,
MS15_Wiler_A,ZOE For: 12,D2,L1,5:5,,,,,Auslösung,,Good,
MS15_Wiler_A,ZOE For: 13,D2,L2,5:5,,,Björn Schenkel,,Auslösung,,Good,
MS15_Wiler_A,ZOE For: 14,D2,L2,5:5,,,,,Auslösung,,Good,
MS15_Wiler_A,ZOE For: 15,D2,L3,5:5,,,,,Auslösung,,Good,
MS15_Wiler_A,ZOE For: 16,D2,L1,5:5,,,,,Auslösung,,Good,
MS15_Wiler_A,ZOE For: 17,D2,L2,5:5,,,,,Auslösung,,Bad,
MS15_Wiler_A,ZOE For: 18,D3,L1,5:5,,,,,Auslösung,,Bad,
MS15_Wiler_A,ZOE For: 19,D3,L1,5:5,,,,,Auslösung,,Good,
MS15_Wiler_A,ZOE For: 20,D3,L2,5:5,,,,,Auslösung,,Good,
MS15_Wiler_A,Mid Q Chance Against: 1,D1,L1,5:5,Handgelenk,Auf Tor,,,Konter,0.3,,
MS15_Wiler_A,Mid Q Chance Against: 2,D1,L2,5:5,Direkt,Auf Tor,,,Nachsetzen,0.4,,
MS15_Wiler_A,Mid Q Chance Against: 3,D1,L2,5:5,Gezogen,Neben Tor,,,Nachsetzen,0.4,,
MS15_Wiler_A,Mid Q Chance Against: 4,D2,L1,5:5,Direkt,Neben Tor,,,Auslösung,0.4,,
MS15_Wiler_A,Mid Q Chance Against: 5,D3,L2,5:5,Gezogen,Neben Tor,,,Festsetzen,0.4,,
MS15_Wiler_A,Mid Q Chance For: 1,D1,L3,5:5,Gezogen,Auf Tor,,Micha Strohl,Konter,0.5,,
MS15_Wiler_A,Mid Q Chance For: 2,D1,L2,5:5,Handgelenk,Auf Tor,Nick Pfister,,Konter,0.3,,
MS15_Wiler_A,Mid Q Chance For: 3,D1,L3,5:5,Volley,Auf Tor,Arno Althaus,Steiner Luca,Konter,0.3,,
MS15_Wiler_A,Mid Q Chance For: 4,D3,L2,5:5,Handgelenk,Auf Tor,,Matteo Steiner,Konter,0.4,,
MS15_Wiler_A,High Q Chance For: 1,D1,L1,5:5,Direkt,Auf Tor,Kevin Kropf,Christian Stucki,Konter,0.6,,
MS15_Wiler_A,High Q Chance For: 2,D1,L2,5:5,Handgelenk,Auf Tor,"Nick Pfister, Luca Fankhauser",Matteo Steiner,Konter,0.7,,
MS15_Wiler_A,High Q Chance For: 3,D2,L3,5:5,Direkt,,Micha Strohl,Schwarz Janis,Auslösung,0.5,,
MS15_Wiler_A,High Q Chance For: 4,D2,L2,5:5,,,Nick Pfister,Matteo Steiner,Konter,0.5,,
MS15_Wiler_A,High Q Chance Against: 1,D3,L1,5:5,Direkt,Neben Tor,,,Festsetzen,0.6,,
MS15_Wiler_A,Pot + Chance Against: 1,D1,L1,5:5,Volley,,,,Standart,0.3,,
MS15_Wiler_A,Pot + Chance For: 1,D2,L2,5:5,Volley,,Nick Pfister,,Auslösung,0.3,,
MS15_Wiler_A,Pot + Chance For: 2,D2,L2,5:5,Gezogen,,Nick Pfister,,Auslösung,0.1,,
