Spiel,Action,Ballbesitzwechsel,Drittel,Linien For,Nachsetzen_Good_Bad,Nummerische Spielsituation,Schusslabels,Schussmetrik,Spieler Tigers,Spieler Tigers 2,Taktische Spielsituation,XG,ZOE_For,ZOE_Against
MS18_HCR,High Q Chance For: 1,Ballbesitzwechsel Ja,D2,L2,,5:5,Volley,Neben Tor,Maurice Aebersold,Kevin Kropf,Auslösung,0.7,,
MS18_HCR,High Q Chance For: 2,Ballbesitzwechsel Ja,D2,PP1,,5:5,Direkt,Auf Tor,Matteo Steiner,Kevin Kropf,Nachsetzen,0.4,,
MS18_HCR,Low Q Chance Against: 1,Ballbesitzwechsel Nein,D1,L1,,5:5,Handgelenk,Neben Tor,,,Festsetzen,0.1,,
MS18_HCR,Low Q Chance Against: 2,Ballbesitzwechsel Ja,D1,L2,,5:5,Gezogen,Neben Tor,,,Konter,0.1,,
MS18_HCR,Low Q Chance Against: 3,Ballbesitzwechsel Ja,D1,L3,,5:5,Handgelenk,Geblockt,Steiner Luca,,Auslösung,0.1,,
MS18_HCR,Low Q Chance Against: 4,Ballbesitzwechsel Nein,D1,L2,,5:5,Direkt,Geblockt,Janis Lauber,,Auslösung,0.1,,
MS18_HCR,Low Q Chance Against: 5,Ballbesitzwechsel Nein,D1,L1,,5:5,Handgelenk,Geblockt,Lukas Münger,,Auslösung,0.1,,
MS18_HCR,Low Q Chance Against: 6,Ballbesitzwechsel Nein,D1,L3,,5:5,Gezogen,Auf Tor,,,Standart,0.1,,
MS18_HCR,Low Q Chance Against: 7,Ballbesitzwechsel Nein,D1,L3,,5:5,Direkt,Neben Tor,,,Standart,0.1,,
MS18_HCR,Low Q Chance Against: 8,Ballbesitzwechsel Ja,D2,L1,,5:5,Gezogen,Auf Tor,,,Standart,0.1,,
MS18_HCR,Low Q Chance Against: 9,Ballbesitzwechsel Ja,D2,L2,,5:5,Gezogen,Geblockt,Maurice Aebersold,,Auslösung,0.1,,
MS18_HCR,Low Q Chance Against: 10,Ballbesitzwechsel Ja,D2,L2,,5:5,Gezogen,Geblockt,Steiner Simon,,Festsetzen,0.1,,
MS18_HCR,Low Q Chance Against: 11,Ballbesitzwechsel Ja,D2,L3,,5:5,Handgelenk,Neben Tor,,,Konter,0.2,,
MS18_HCR,Low Q Chance Against: 12,Ballbesitzwechsel Ja,D2,L2,,5:5,Handgelenk,Auf Tor,,,Auslösung,0.2,,
MS18_HCR,Low Q Chance Against: 13,Ballbesitzwechsel Ja,D2,L3,,5:5,Gezogen,Auf Tor,,,Nachsetzen,0.2,,
MS18_HCR,Low Q Chance Against: 14,Ballbesitzwechsel Nein,D3,L2,,5:5,Direkt,Auf Tor,,,Auslösung,0.2,,
MS18_HCR,Low Q Chance Against: 15,Ballbesitzwechsel Ja,D3,L2,,5:5,Direkt,Geblockt,Maurice Aebersold,,Festsetzen,0.1,,
MS18_HCR,Low Q Chance Against: 16,Ballbesitzwechsel Nein,D3,L1,,5:5,Gezogen,Geblockt,Thomas Gfeller,,Festsetzen,0.1,,
MS18_HCR,Low Q Chance Against: 17,Ballbesitzwechsel Nein,D3,L1,,5:5,Direkt,Auf Tor,,,Auslösung,0.2,,
MS18_HCR,Low Q Chance For: 1,Ballbesitzwechsel Nein,D1,L2,,5:5,Gezogen,Geblockt,Kevin Kropf,,Nachsetzen,0.2,,
MS18_HCR,Low Q Chance For: 2,Ballbesitzwechsel Nein,D1,L1,,5:5,Gezogen,Neben Tor,Nick Pfister,Matteo Steiner,Auslösung,0.2,,
MS18_HCR,Low Q Chance For: 3,Ballbesitzwechsel Nein,D1,L1,,5:5,Gezogen,Auf Tor,Luca Fankhauser,,Festsetzen,0.1,,
MS18_HCR,Low Q Chance For: 4,Ballbesitzwechsel Nein,D1,L1,,5:5,Handgelenk,Auf Tor,Luca Fankhauser,,Konter,0.1,,
MS18_HCR,Low Q Chance For: 5,Ballbesitzwechsel Ja,D1,L3,,5:5,Gezogen,Neben Tor,Steiner Luca,Maurice Aebersold,Auslösung,0.1,,
MS18_HCR,Low Q Chance For: 6,Ballbesitzwechsel Ja,D1,L1,,5:5,Gezogen,Geblockt,Nick Pfister,Thomas Gfeller,Nachsetzen,0.2,,
MS18_HCR,Low Q Chance For: 7,Ballbesitzwechsel Ja,D1,L3,,5:5,Direkt,Neben Tor,Arno Althaus,Christian Stucki,Auslösung,0.1,,
MS18_HCR,Low Q Chance For: 8,Ballbesitzwechsel Ja,D1,L3,,5:5,Handgelenk,Auf Tor,Steiner Luca,,Auslösung,0.1,,
MS18_HCR,Low Q Chance For: 9,Ballbesitzwechsel Ja,D1,L2,,5:5,Gezogen,Geblockt,Steiner Simon,Lucas Schlegel,Standart,0.1,,
