Spiel,Action,Ballbesitzwechsel,Drittel,Linien For,Nachsetzen_Good_Bad,Nummerische Spielsituation,Schusslabels,Schussmetrik,Spieler Tigers,Spieler Tigers 2,Taktische Spielsituation,XG,ZOE_For,ZOE_Against
MS17_FBK,High Q Chance Against: 1,Ballbesitzwechsel Nein,D2,L2,,5:5,Handgelenk,Auf Tor,,,Konter,0.4,,
MS17_FBK,Low Q Chance Against: 1,Ballbesitzwechsel Nein,D1,L3,,5:5,Gezogen,Geblockt,Steiner Luca,,Auslösung,0.1,,
MS17_FBK,Low Q Chance Against: 2,Ballbesitzwechsel Ja,D2,L2,,5:5,Handgelenk,Auf Tor,,,Festsetzen,0.2,,
MS17_FBK,Low Q Chance Against: 3,Ballbesitzwechsel Ja,D2,L2,,5:5,Gezogen,Neben Tor,,,Auslösung,0.1,,
MS17_FBK,Low Q Chance Against: 4,Ballbesitzwechsel Ja,D2,L3,,5:5,Gezogen,Auf Tor,,,Standart,0.1,,
MS17_FBK,Low Q Chance Against: 5,Ballbesitzwechsel Ja,D2,BP1,,4:5,Handgelenk,Neben Tor,,,,0.2,,
MS17_FBK,Low Q Chance Against: 6,Ballbesitzwechsel Ja,D2,L3,,5:5,Direkt,Neben Tor,,,Standart,0.1,,
MS17_FBK,Low Q Chance Against: 7,Ballbesitzwechsel Nein,D2,L2,,5:5,Gezogen,Auf Tor,,,Festsetzen,0.1,,
MS17_FBK,Low Q Chance Against: 8,Ballbesitzwechsel Nein,D2,L1,,5:5,Direkt,Auf Tor,,,Auslösung,0.2,,
MS17_FBK,Low Q Chance Against: 9,Ballbesitzwechsel Ja,D2,L1,,5:5,Gezogen,Neben Tor,,,Konter,0.2,,
MS17_FBK,Low Q Chance Against: 10,Ballbesitzwechsel Ja,D3,L2,,5:5,Gezogen,Geblockt,Luca Fankhauser,,Konter,0.1,,
MS17_FBK,Low Q Chance Against: 11,Ballbesitzwechsel Nein,D3,L2,,5:5,Handgelenk,Auf Tor,,,Festsetzen,0.1,,
MS17_FBK,Low Q Chance Against: 12,Ballbesitzwechsel Ja,D3,L2,,5:5,Direkt,Geblockt,Maurice Aebersold,,Festsetzen,0.1,,
MS17_FBK,Low Q Chance Against: 13,Ballbesitzwechsel Nein,D3,L2,,5:5,Gezogen,Auf Tor,,,Auslösung,0.1,,
MS17_FBK,Low Q Chance Against: 14,Ballbesitzwechsel Ja,D3,L1,,5:5,Handgelenk,Geblockt,Gian Mühlemann,,Auslösung,0.1,,
MS17_FBK,Low Q Chance Against: 15,Ballbesitzwechsel Ja,D3,L2,,5:5,Gezogen,Neben Tor,,,Auslösung,0.2,,
MS17_FBK,Low Q Chance Against: 16,Ballbesitzwechsel Nein,D3,L2,,5:4,Gezogen,Auf Tor,,,Konter,0.1,,
MS17_FBK,Low Q Chance Against: 17,Ballbesitzwechsel Ja,D3,L2,,5:5,Gezogen,Neben Tor,,,Auslösung,0.2,,
MS17_FBK,Low Q Chance Against: 18,Ballbesitzwechsel Nein,D3,L2,,5:5,Gezogen,Neben Tor,,,Konter,0.1,,
MS17_FBK,Low Q Chance Against: 19,Ballbesitzwechsel Nein,OT,L1,,5:5,Gezogen,Auf Tor,,,Konter,0.2,,
MS17_FBK,Low Q Chance Against: 20,Ballbesitzwechsel Ja,OT,L2,,5:5,Handgelenk,Neben Tor,,,Auslösung,0.1,,
MS17_FBK,Low Q Chance Against: 21,Ballbesitzwechsel Nein,OT,L1,,5:5,Gezogen,Auf Tor,,,Konter,0.2,,
