Spiel,Action,Ballbesitzwechsel,Drittel,Linien For,Nachsetzen_Good_Bad,Nummerische Spielsituation,Schusslabels,Schussmetrik,Spieler Tigers,Spieler Tigers 2,Taktische Spielsituation,XG,ZOE_For,ZOE_Against
MS19_FBTG,Tor Tigers: 2,,D1,L2,,5:5,Direkt,,Maurice Aebersold,,Auslösung,0.6,,
MS19_FBTG,Tor Tigers: 3,,D1,L2,,5:5,Direkt,,Kevin Kropf,,Konter,0.5,,
MS19_FBTG,Tor Tigers: 4,,D3,6:5,,6:5,Gezogen,,Matteo Steiner,,,0.3,,
MS19_FBTG,ZOE For: 1,Ballbesitzwechsel Nein,D1,L1,,5:5,,,Matteo Steiner,Nick Pfister,Auslösung,,Good,
MS19_FBTG,ZOE For: 2,Ballbesitzwechsel Nein,D1,L1,,5:5,,,Lukas Münger,Thomas Gfeller,Auslösung,,Bad,
MS19_FBTG,ZOE For: 3,Ballbesitzwechsel Ja,D1,L3,,5:5,,,Martin Mosimann,,Auslösung,,Bad,
MS19_FBTG,ZOE For: 4,Ballbesitzwechsel NEIN,D1,L1,,5:5,,,Thomas Gfeller,Matteo Steiner,Auslösung,,Good,
MS19_FBTG,ZOE For: 5,Ballbesitzwechsel Nein,D1,L1,,5:5,,,Lukas Münger,,Auslösung,,Bad,
MS19_FBTG,ZOE For: 6,Ballbesitzwechsel Nein,D1,L1,,5:5,,,Thomas Gfeller,Nick Pfister,Auslösung,,Good,
MS19_FBTG,ZOE For: 7,Ballbesitzwechsel Ja,D1,L2,,5:5,,,Maurice Aebersold,Björn Schenkel,Auslösung,,Good,
MS19_FBTG,ZOE For: 8,Ballbesitzwechsel Nein,D1,L2,,5:5,,,Maurice Aebersold,Luca Fankhauser,Auslösung,,Bad,
MS19_FBTG,ZOE For: 9,Ballbesitzwechsel Nein,D1,L1,,5:5,,,Björn Schenkel,Matteo Steiner,Auslösung,,Good,
MS19_FBTG,ZOE For: 10,Ballbesitzwechsel Nein,D1,L2,,5:5,,,Janis Lauber,Maurice Aebersold,Auslösung,,Good,
MS19_FBTG,ZOE For: 11,Ballbesitzwechsel Nein,D2,L2,,5:5,,,Janis Lauber,,Auslösung,,Good,
MS19_FBTG,ZOE For: 12,Ballbesitzwechsel Nein,D2,L1,,5:5,,,Thomas Gfeller,Lukas Münger,Auslösung,,Good,
MS19_FBTG,ZOE For: 13,Ballbesitzwechsel Nein,D2,L3,,5:5,,,Steiner Luca,Christian Stucki,Auslösung,,Good,
MS19_FBTG,ZOE For: 14,Ballbesitzwechsel Nein,"D1, D2",L2,,5:5,,,Maurice Aebersold,Janis Lauber,Auslösung,,Bad,
