Spiel,Action,Ballbesitzwechsel,Drittel,Linien For,Nachsetzen_Good_Bad,Nummerische Spielsituation,Schusslabels,Schussmetrik,Spieler Tigers,Spieler Tigers 2,Taktische Spielsituation,XG,ZOE_For,ZOE_Against
MS14_GC,High Q Chance Against: 1,Ballbesitzwechsel Nein,D1,L2,,5:5,Direkt,Auf Tor,,,Konter,0.4,,
MS14_GC,High Q Chance Against: 2,Ballbesitzwechsel Nein,D1,L2,,5:5,Direkt,Neben Tor,,,Auslösung,0.4,,
MS14_GC,High Q Chance Against: 3,Ballbesitzwechsel Nein,D2,L2,,5:5,Direkt,Neben Tor,,,Festsetzen,0.5,,
MS14_GC,High Q Chance Against: 4,Ballbesitzwechsel Nein,D3,L3,,5:5,Gezogen,Geblockt,Gian Mühlemann,,Konter,0.4,,
MS14_GC,High Q Chance Against: 5,Ballbesitzwechsel Nein,OT,L1,,5:5,Direkt,Neben Tor,,,Konter,0.6,,
MS14_GC,Low Q Chance Against: 1,Ballbesitzwechsel Nein,D1,L3,,5:5,Direkt,Neben Tor,,,Festsetzen,0.2,,
MS14_GC,Low Q Chance Against: 2,Ballbesitzwechsel Nein,D1,L3,,5:5,Handgelenk,Neben Tor,,,Konter,0.2,,
MS14_GC,Low Q Chance Against: 3,Ballbesitzwechsel Nein,D1,L2,,5:5,Gezogen,Auf Tor,,,Festsetzen,0.1,,
MS14_GC,Low Q Chance Against: 4,Ballbesitzwechsel Nein,D1,L3,,5:5,Gezogen,Auf Tor,,,Auslösung,0.1,,
MS14_GC,Low Q Chance Against: 5,Ballbesitzwechsel Nein,D1,L2,,5:5,Gezogen,Auf Tor,,,Festsetzen,0.2,,
MS14_GC,Low Q Chance Against: 6,Ballbesitzwechsel Nein,D1,L3,,5:5,Handgelenk,Auf Tor,,,Konter,0.2,,
MS14_GC,Low Q Chance Against: 7,Ballbesitzwechsel Nein,D1,L3,,5:5,Direkt,Geblockt,Gian Mühlemann,,Festsetzen,0.2,,
MS14_GC,Low Q Chance Against: 8,Ballbesitzwechsel Nein,"D1, D2",L3,,5:5,Gezogen,Auf Tor,,,Auslösung,0.2,,
MS14_GC,Low Q Chance Against: 9,Ballbesitzwechsel Nein,D2,L3,,5:5,Direkt,Neben Tor,,,Festsetzen,0.1,,
MS14_GC,Low Q Chance Against: 10,Ballbesitzwechsel Nein,D2,L3,,5:5,Handgelenk,Neben Tor,,,Konter,0.1,,
MS14_GC,Low Q Chance Against: 11,Ballbesitzwechsel Nein,D2,L2,,5:5,Gezogen,Auf Tor,,,Festsetzen,0.1,,
MS14_GC,Low Q Chance Against: 12,Ballbesitzwechsel Nein,D2,BP1,,4:5,Direkt,Geblockt,Steiner Luca,,,0.1,,
MS14_GC,Low Q Chance Against: 13,Ballbesitzwechsel Ja,D2,BP1,,4:5,Gezogen,Auf Tor,,,,0.2,,
MS14_GC,Low Q Chance Against: 14,Ballbesitzwechsel Nein,D2,L1,,5:5,Direkt,Neben Tor,,,Festsetzen,0.2,,
MS14_GC,Low Q Chance Against: 15,Ballbesitzwechsel Nein,D2,L2,,5:5,Gezogen,Auf Tor,,,Standart,0.2,,
MS14_GC,Low Q Chance Against: 16,Ballbesitzwechsel Nein,D2,L1,,5:5,Gezogen,Geblockt,Steiner Luca,,Auslösung,0.1,,
MS14_GC,Low Q Chance Against: 17,Ballbesitzwechsel Nein,D2,L3,,5:5,Gezogen,Geblockt,Strohl Micha,,Festsetzen,0.1,,
MS14_GC,Low Q Chance Against: 18,Ballbesitzwechsel Nein,D2,L3,,5:5,Gezogen,Auf Tor,,,Festsetzen,0.2,,
MS14_GC,Low Q Chance Against: 19,Ballbesitzwechsel Ja,D2,L2,,5:5,Gezogen,Neben Tor,,,Konter,0.1,,
MS14_GC,Low Q Chance Against: 20,Ballbesitzwechsel Ja,D3,L2,,5:5,Gezogen,Neben Tor,,,Auslösung,0.2,,
MS14_GC,Low Q Chance Against: 21,Ballbesitzwechsel Nein,D3,L3,,5:5,Direkt,Auf Tor,,,Festsetzen,0.2,,
MS14_GC,Low Q Chance Against: 22,Ballbesitzwechsel Nein,D3,L2,,5:5,Gezogen,Neben Tor,,,Festsetzen,0.1,,
MS14_GC,Low Q Chance Against: 23,Ballbesitzwechsel Nein,D3,BP1,,4:5,Direkt,Geblockt,Gian Mühlemann,,,0.2,,
MS14_GC,Low Q Chance Against: 24,Ballbesitzwechsel Nein,D3,BP1,,4:5,Gezogen,Geblockt,Lukas Münger,,,0.1,,
MS14_GC,Low Q Chance Against: 25,Ballbesitzwechsel Nein,D3,L2,,5:5,Gezogen,Auf Tor,,,Festsetzen,0.1,,
