Spiel,Action,Ballbesitzwechsel,Drittel,Linien For,Nachsetzen_Good_Bad,Nummerische Spielsituation,Schusslabels,Schussmetrik,Spieler Tigers,Spieler Tigers 2,Taktische Spielsituation,XG,ZOE_For,ZOE_Against
MS20_WaSa,High Q Chance Against: 1,Ballbesitzwechsel Nein,D1,L1,,5:5,Handgelenk,Auf Tor,,,Konter,0.4,,
MS20_WaSa,High Q Chance Against: 2,Ballbesitzwechsel Nein,D2,L1,,5:5,Handgelenk,Auf Tor,,,Konter,0.4,,
MS20_WaSa,High Q Chance Against: 3,Ballbesitzwechsel Nein,D2,L2,,5:5,Direkt,Auf Tor,,,Konter,0.4,,
MS20_WaSa,High Q Chance Against: 4,Ballbesitzwechsel Nein,D3,L2,,5:5,Direkt,Auf Tor,,,Konter,0.5,,
MS20_WaSa,High Q Chance For: 1,Ballbesitzwechsel Nein,D1,L2,,5:5,Direkt,Neben Tor,Kevin Kropf,Steiner Simon,Auslösung,0.4,,
MS20_WaSa,High Q Chance For: 2,Ballbesitzwechsel Nein,D2,L1,,5:5,Direkt,Auf Tor,Thomas Gfeller,"Nick Pfister, Nick Pfister",Festsetzen,0.4,,
MS20_WaSa,High Q Chance For: 3,Ballbesitzwechsel Ja,D2,PP1,,5:4,Volley,Neben Tor,Steiner Simon,Thomas Gfeller,,0.4,,
MS20_WaSa,High Q Chance For: 4,Ballbesitzwechsel Nein,D3,PP1,,5:4,Direkt,Auf Tor,Steiner Simon,Janis Lauber,,0.8,,
MS20_WaSa,High Q Chance For: 5,Ballbesitzwechsel Nein,D3,PP1,,5:4,Gezogen,Auf Tor,Janis Lauber,Steiner Simon,,0.3,,
MS20_WaSa,Low Q Chance Against: 1,Ballbesitzwechsel Nein,D1,L2,,5:5,Gezogen,Auf Tor,,,Standart,0.2,,
MS20_WaSa,Low Q Chance Against: 2,Ballbesitzwechsel Nein,D1,L2,,5:5,Gezogen,Geblockt,Steiner Simon,,Auslösung,0.1,,
MS20_WaSa,Low Q Chance Against: 3,Ballbesitzwechsel NEIN,D1,L2,,5:5,Direkt,Auf Tor,,,Festsetzen,0.1,,
MS20_WaSa,Low Q Chance Against: 4,Ballbesitzwechsel Nein,D1,L1,,5:5,Volley,Auf Tor,,,Konter,0.1,,
MS20_WaSa,Low Q Chance Against: 5,Ballbesitzwechsel Ja,D1,L1,,5:5,Gezogen,Geblockt,Luca Fankhauser,,Standart,0.2,,
MS20_WaSa,Low Q Chance Against: 6,Ballbesitzwechsel Ja,D1,L1,,5:5,Gezogen,Neben Tor,,,Konter,0.1,,
MS20_WaSa,Low Q Chance Against: 7,Ballbesitzwechsel Nein,D2,L1,,5:5,Gezogen,Geblockt,Nick Pfister,,Standart,0.1,,
MS20_WaSa,Low Q Chance Against: 8,Ballbesitzwechsel Nein,D2,L2,,5:5,Volley,Auf Tor,,,Nachsetzen,0.2,,
MS20_WaSa,Low Q Chance Against: 9,Ballbesitzwechsel Nein,D2,L1,,5:5,Gezogen,Auf Tor,,,Auslösung,0.1,,
MS20_WaSa,Low Q Chance Against: 10,Ballbesitzwechsel Ja,D3,L1,,5:5,Direkt,Geblockt,Thomas Gfeller,,Standart,0.1,,
