Spiel,Action,Ballbesitzwechsel,Drittel,Linien For,Nachsetzen_Good_Bad,Nummerische Spielsituation,Schusslabels,Schussmetrik,Spieler Tigers,Spieler Tigers 2,Taktische Spielsituation,XG,ZOE_For,ZOE_Against
MS3_Chur,High Q Chance Against: 1,Ballbesitzwechsel Nein,D3,L1,,5:5,Direkt,Neben Tor,,,Konter,0.5,,
MS3_Chur,High Q Chance For: 1,Ballbesitzwechsel Nein,D1,L1,,5:5,Direkt,Neben Tor,Steiner Simon,Thomas Gfeller,Auslösung,0.6,,
MS3_Chur,High Q Chance For: 2,Ballbesitzwechsel Nein,D2,L2,,5:5,Direkt,Auf Tor,Nick Pfister,Janis Lauber,Standart,0.5,,
MS3_Chur,Low Q Chance Against: 1,Ballbesitzwechsel Nein,D1,L2,,5:5,Gezogen,Auf Tor,,,Festsetzen,0.1,,
MS3_Chur,Low Q Chance Against: 2,Ballbesitzwechsel Nein,D1,L2,,5:5,Gezogen,Neben Tor,,,Konter,0.2,,
MS3_Chur,Low Q Chance Against: 3,Ballbesitzwechsel Nein,D1,L3,,5:5,Gezogen,Geblockt,Gian Mühlemann,,Standart,0.2,,
MS3_Chur,Low Q Chance Against: 4,Ballbesitzwechsel Nein,D1,L3,,5:5,Direkt,Auf Tor,,,Festsetzen,0.2,,
MS3_Chur,Low Q Chance Against: 5,Ballbesitzwechsel Nein,D1,L1,,5:5,Gezogen,Geblockt,Thomas Gfeller,,Standart,0.1,,
MS3_Chur,Low Q Chance Against: 6,Ballbesitzwechsel Nein,D1,L3,,5:5,Gezogen,Auf Tor,,,Festsetzen,0.2,,
MS3_Chur,Low Q Chance Against: 7,Ballbesitzwechsel Nein,D1,L1,,5:5,Gezogen,Auf Tor,,,Standart,0.1,,
MS3_Chur,Low Q Chance Against: 8,Ballbesitzwechsel Ja,D1,L1,,5:5,Gezogen,Neben Tor,,,"Konter, Festsetzen",0.1,,
MS3_Chur,Low Q Chance Against: 9,Ballbesitzwechsel Nein,D2,L1,,5:5,Gezogen,Geblockt,Thomas Gfeller,,Festsetzen,0.2,,
MS3_Chur,Low Q Chance Against: 10,Ballbesitzwechsel Ja,D2,L3,,5:5,Gezogen,Neben Tor,,,Festsetzen,0.2,,
MS3_Chur,Low Q Chance Against: 11,Ballbesitzwechsel Ja,D2,L1,,5:5,Gezogen,Geblockt,Steiner Luca,,Konter,0.2,,
MS3_Chur,Low Q Chance Against: 12,Ballbesitzwechsel Nein,D2,L2,,5:5,Direkt,Geblockt,Lukas Münger,,Standart,0.2,,
MS3_Chur,Low Q Chance Against: 13,Ballbesitzwechsel Nein,D3,L1,,5:5,Gezogen,Geblockt,Steiner Luca,,Auslösung,0.1,,
MS3_Chur,Low Q Chance Against: 14,Ballbesitzwechsel Ja,D3,L1,,5:5,Gezogen,Geblockt,Steiner Luca,,Standart,0.1,,
MS3_Chur,Low Q Chance Against: 15,Ballbesitzwechsel Ja,D3,L2,,5:5,Gezogen,Geblockt,Daniel Hernandez,,Konter,0.1,,
MS3_Chur,Low Q Chance Against: 16,Ballbesitzwechsel Nein,D3,L2,,5:5,Gezogen,Geblockt,"Lukas Münger,",,Festsetzen,0.2,,
MS3_Chur,Low Q Chance Against: 17,Ballbesitzwechsel Nein,D3,L1,,5:5,Gezogen,Neben Tor,,,Auslösung,0.1,,
MS3_Chur,Low Q Chance Against: 18,Ballbesitzwechsel Nein,D3,L2,,5:5,Gezogen,Geblockt,Lukas Münger,,Auslösung,0.1,,
MS3_Chur,Low Q Chance Against: 19,Ballbesitzwechsel Nein,D3,L2,,5:5,Gezogen,Geblockt,Janis Lauber,,Standart,0.1,,
MS3_Chur,Low Q Chance Against: 20,Ballbesitzwechsel Nein,D3,L1,,5:5,Gezogen,Geblockt,Steiner Luca,,Standart,0.1,,
MS3_Chur,Low Q Chance Against: 21,Ballbesitzwechsel Nein,D3,L1,,5:5,Gezogen,Geblockt,Gustav Svensson,,Auslösung,0.2,,
MS3_Chur,Low Q Chance For: 1,Ballbesitzwechsel Nein,D1,L3,,5:5,Gezogen,Auf Tor,Matteo Steiner,Gian Mühlemann,Auslösung,0.2,,
MS3_Chur,Low Q Chance For: 2,Ballbesitzwechsel Nein,D1,L2,,5:5,Gezogen,Auf Tor,Björn Schenkel,Matteo Steiner,Konter,0.2,,
MS3_Chur,Low Q Chance For: 3,Ballbesitzwechsel Nein,D1,L2,,5:5,Direkt,Auf Tor,Daniel Hernandez,Björn Schenkel,Standart,0.1,,
MS3_Chur,Low Q Chance For: 4,Ballbesitzwechsel Nein,D1,L1,,5:5,Direkt,Auf Tor,Thomas Gfeller,Steiner Simon,Konter,0.1,,
MS3_Chur,Low Q Chance For: 5,Ballbesitzwechsel Nein,D1,L2,,5:5,Handgelenk,Geblockt,Janis Lauber,Arno Althaus,Konter,0.1,,
MS3_Chur,Low Q Chance For: 6,Ballbesitzwechsel Nein,D1,L1,,5:5,Direkt,Geblockt,Kevin Kropf,,Standart,0.1,,
MS3_Chur,Low Q Chance For: 7,Ballbesitzwechsel Nein,D1,L2,,5:5,Gezogen,Geblockt,Daniel Hernandez,Nick Pfister,Standart,0.2,,
MS3_Chur,Low Q Chance For: 8,Ballbesitzwechsel Nein,D1,L2,,5:5,Direkt,Geblockt,Nick Pfister,Janis Lauber,Standart,0.3,,
MS3_Chur,Low Q Chance For: 9,Ballbesitzwechsel Ja,D2,L2,,5:5,Direkt,Geblockt,Daniel Hernandez,Janis Lauber,Konter,0.2,,
MS3_Chur,Low Q Chance For: 10,Ballbesitzwechsel Nein,D2,L1,,5:5,Gezogen,Auf Tor,Kevin Kropf,Steiner Simon,Festsetzen,0.1,,
MS3_Chur,Low Q Chance For: 11,Ballbesitzwechsel Nein,D2,PP1,,5:4,Direkt,Neben Tor,Thomas Gfeller,Janis Lauber,,0.1,,
MS3_Chur,Low Q Chance For: 12,Ballbesitzwechsel Nein,D2,PP1,,5:4,Gezogen,Neben Tor,Daniel Hernandez,,,0.2,,
MS3_Chur,Low Q Chance For: 13,Ballbesitzwechsel Nein,D2,L3,,5:5,Gezogen,Geblockt,Christian Stucki,,Zone-Exits,0.2,,
MS3_Chur,Low Q Chance For: 14,Ballbesitzwechsel Nein,D3,L2,,5:5,Handgelenk,Auf Tor,Daniel Hernandez,,Festsetzen,0.2,,
MS3_Chur,Low Q Chance For: 15,Ballbesitzwechsel Nein,D3,L1,,5:5,Direkt,Geblockt,Thomas Gfeller,Kevin Kropf,Festsetzen,0.2,,
MS3_Chur,Low Q Chance For: 16,Ballbesitzwechsel Nein,D3,L1,,5:5,Gezogen,Geblockt,Steiner Simon,Gustav Svensson,Auslösung,0.2,,
MS3_Chur,Low Q Chance For: 17,Ballbesitzwechsel Nein,D3,L1,,5:5,Direkt,Auf Tor,Thomas Gfeller,Steiner Simon,Festsetzen,0.2,,
MS3_Chur,Low Q Chance For: 18,Ballbesitzwechsel Nein,D3,L2,,5:5,Direkt,Auf Tor,Janis Lauber,Arno Althaus,Zone-Exits,0.1,,
MS3_Chur,Mid Q Chance Against: 1,Ballbesitzwechsel Ja,D1,L2,,5:5,Direkt,Neben Tor,,,Auslösung,0.4,,
MS3_Chur,Mid Q Chance Against: 2,Ballbesitzwechsel Nein,D1,L1,,5:5,Gezogen,Geblockt,Steiner Luca,,Nachsetzen,0.3,,
MS3_Chur,Mid Q Chance Against: 3,Ballbesitzwechsel Nein,D3,L1,,5:5,Gezogen,Auf Tor,,,Festsetzen,0.3,,
MS3_Chur,Mid Q Chance For: 1,Ballbesitzwechsel Nein,D1,L3,,5:5,Direkt,Neben Tor,Matteo Steiner,Christian Stucki,Konter,0.4,,
MS3_Chur,Mid Q Chance For: 2,Ballbesitzwechsel Nein,D1,L2,,5:5,Gezogen,Neben Tor,Janis Lauber,Arno Althaus,Nachsetzen,0.3,,
MS3_Chur,Mid Q Chance For: 3,Ballbesitzwechsel Nein,D2,PP1,,5:4,Gezogen,Neben Tor,Janis Lauber,Steiner Simon,,0.3,,
MS3_Chur,Mid Q Chance For: 4,Ballbesitzwechsel Nein,D3,L2,,5:5,Gezogen,Geblockt,Daniel Hernandez,Janis Lauber,Auslösung,0.4,,
MS3_Chur,Mid Q Chance For: 5,Ballbesitzwechsel Nein,D3,L3,,5:5,Handgelenk,Neben Tor,Matteo Steiner,,Konter,0.4,,
MS3_Chur,Nachsetzen Tigers: 1,Ballbesitzwechsel Nein,D1,L1,Bad,5:5,,,Thomas Gfeller,Steiner Simon,Nachsetzen,,,
MS3_Chur,Nachsetzen Tigers: 2,Ballbesitzwechsel Ja,D2,L2,Good,5:5,,,Nick Pfister,Janis Lauber,Nachsetzen,,,
MS3_Chur,Pot + Chance For: 1,Ballbesitzwechsel Ja,D3,L2,,5:5,Direkt,Auf Tor,Matteo Steiner,Nick Pfister,Zone-Exits,0.5,,
MS3_Chur,Tor Gegner: 1,,D1,L1,,5:5,Direkt,,,,Nachsetzen,0.3,,
MS3_Chur,Tor Gegner: 2,,D2,L3,,5:5,Gezogen,,,,Standart,0.2,,
MS3_Chur,Tor Gegner: 3,,D3,L1,,5:5,Direkt,,,,Nachsetzen,0.5,,
MS3_Chur,Tor Gegner: 4,,D3,L1,,5:5,Gezogen,,,,Festsetzen,0.1,,
MS3_Chur,Tor Gegner: 5,,D3,L2,,5:5,Direkt,,,,Konter,0.5,,
MS3_Chur,Tor Gegner: 6,,D3,L2,,5:6,Volley,,,,,0.3,,
MS3_Chur,Tor Tigers: 1,,D1,L3,,5:5,Direkt,,Björn Schenkel,Matteo Steiner,Nachsetzen,0.5,,
MS3_Chur,Tor Tigers: 2,,D1,L2,,5:5,Direkt,,Daniel Hernandez,Nick Pfister,Festsetzen,0.2,,
MS3_Chur,Tor Tigers: 3,,D1,L1,,5:5,Direkt,,Kevin Kropf,Steiner Simon,Zone-Exits,0.6,,
MS3_Chur,Tor Tigers: 4,,D2,L2,,5:5,Gezogen,,Janis Lauber,,Nachsetzen,0.3,,
MS3_Chur,Tor Tigers: 5,,D2,PP1,,5:4,Gezogen,,Steiner Simon,Thomas Gfeller,,0.3,,
MS3_Chur,Tor Tigers: 6,,D2,L3,,5:5,Direkt,,Christian Stucki,Matteo Steiner,Festsetzen,0.5,,
MS3_Chur,Tor Tigers: 7,,D3,L3,,5:5,Handgelenk,,Matteo Steiner,Christian Stucki,Zone-Exits,0.4,,
MS3_Chur,Tor Tigers: 8,,D3,L2,,5:6,Handgelenk,,Nick Pfister,,,0.5,,
MS3_Chur,ZOE For: 1,Ballbesitzwechsel Nein,D1,L3,,5:5,,,Gian Mühlemann,Matteo Steiner,Auslösung,,Good,
MS3_Chur,ZOE For: 2,Ballbesitzwechsel Ja,D1,L1,,5:5,,,Gustav Svensson,Thomas Gfeller,Auslösung,,Bad,
MS3_Chur,ZOE For: 3,Ballbesitzwechsel Nein,D1,L2,,5:5,,,Daniel Hernandez,Janis Lauber,Auslösung,,Good,
MS3_Chur,ZOE For: 4,Ballbesitzwechsel Nein,D1,L2,,5:5,,,Arno Althaus,Janis Lauber,Auslösung,,Good,
MS3_Chur,ZOE For: 5,Ballbesitzwechsel Nein,D1,L1,,5:5,,,Gustav Svensson,Thomas Gfeller,Auslösung,,Good,
MS3_Chur,ZOE For: 6,Ballbesitzwechsel Ja,D1,L3,,5:5,,,Björn Schenkel,Gian Mühlemann,Auslösung,,Bad,
