Spiel,Action,Ballbesitzwechsel,Drittel,Linien For,Nachsetzen_Good_Bad,Nummerische Spielsituation,Schusslabels,Schussmetrik,Spieler Tigers,Spieler Tigers 2,Taktische Spielsituation,XG,ZOE_For,ZOE_Against
MS8_FBTG,High Q Chance Against: 1,Ballbesitzwechsel Ja,D3,L2,,5:5,Direkt,Geblockt,Nick Pfister,,Konter,0.5,,
MS8_FBTG,High Q Chance Against: 2,Ballbesitzwechsel Ja,D3,L3,,5:5,Direkt,Auf Tor,,,Konter,0.4,,
MS8_FBTG,High Q Chance For: 1,Ballbesitzwechsel Nein,D1,L1,,5:5,Direkt,Auf Tor,Kevin Kropf,,Auslösung,0.4,,
MS8_FBTG,High Q Chance For: 2,Ballbesitzwechsel Nein,D1,L3,,5:5,Direkt,Geblockt,Christian Stucki,Gian Mühlemann,Auslösung,0.6,,
MS8_FBTG,High Q Chance For: 3,Ballbesitzwechsel Nein,D3,L2,,5:5,Direkt,Geblockt,Luca Fankhauser,Daniel Hernandez,Konter,0.5,,
MS8_FBTG,High Q Chance For: 4,Ballbesitzwechsel Ja,D3,L2,,5:5,Handgelenk,Neben Tor,Daniel Hernandez,Gian Mühlemann,Konter,0.5,,
MS8_FBTG,High Q Chance For: 5,Ballbesitzwechsel Nein,D3,L2,,5:5,Direkt,Auf Tor,Luca Fankhauser,Daniel Hernandez,Auslösung,0.4,,
MS8_FBTG,Low Q Chance Against: 1,Ballbesitzwechsel Nein,D1,L1,,5:5,Direkt,Auf Tor,,,Festsetzen,0.1,,
MS8_FBTG,Low Q Chance Against: 2,Ballbesitzwechsel Nein,D1,L2,,5:5,Gezogen,Auf Tor,,,Auslösung,0.1,,
MS8_FBTG,Low Q Chance Against: 3,Ballbesitzwechsel Nein,D1,L1,,5:5,Direkt,Geblockt,Gustav Svensson,,Auslösung,0.2,,
MS8_FBTG,Low Q Chance Against: 4,Ballbesitzwechsel Nein,D1,L1,,5:5,Direkt,Geblockt,Steiner Luca,,Standart,0.1,,
MS8_FBTG,Low Q Chance Against: 5,Ballbesitzwechsel Ja,D1,L2,,5:5,Gezogen,Auf Tor,,,Nachsetzen,0.1,,
MS8_FBTG,Low Q Chance Against: 6,Ballbesitzwechsel Ja,D1,L1,,5:5,Gezogen,Geblockt,Gustav Svensson,,Konter,0.1,,
MS8_FBTG,Low Q Chance Against: 7,Ballbesitzwechsel Ja,D1,L2,,5:5,Gezogen,Geblockt,Janis Lauber,,Festsetzen,0.1,,
MS8_FBTG,Low Q Chance Against: 8,Ballbesitzwechsel Nein,D1,L1,,5:5,Direkt,Geblockt,Thomas Gfeller,,Festsetzen,0.1,,
MS8_FBTG,Low Q Chance Against: 9,Ballbesitzwechsel Nein,D1,L2,,5:5,Gezogen,Geblockt,Luca Fankhauser,,Konter,0.1,,
MS8_FBTG,Low Q Chance Against: 10,Ballbesitzwechsel Nein,D1,L2,,5:5,Gezogen,Auf Tor,,,Auslösung,0.2,,
MS8_FBTG,Low Q Chance Against: 11,Ballbesitzwechsel Nein,D2,L3,,5:5,Direkt,Auf Tor,,,Standart,0.2,,
MS8_FBTG,Low Q Chance Against: 12,Ballbesitzwechsel Ja,D1,L1,,5:5,Gezogen,Geblockt,Thomas Gfeller,,Standart,0.1,,
MS8_FBTG,Low Q Chance Against: 13,Ballbesitzwechsel Ja,D2,L1,,5:5,Direkt,Auf Tor,,,Nachsetzen,0.1,,
MS8_FBTG,Low Q Chance Against: 14,Ballbesitzwechsel Ja,D2,L1,,5:5,Gezogen,Geblockt,Gustav Svensson,,Auslösung,0.2,,
MS8_FBTG,Low Q Chance Against: 15,Ballbesitzwechsel Ja,"D1, D2",L1,,5:5,Gezogen,Neben Tor,,,Konter,0.2,,
MS8_FBTG,Low Q Chance Against: 16,Ballbesitzwechsel Nein,D2,L2,,5:5,Gezogen,Neben Tor,,,Auslösung,0.1,,
MS8_FBTG,Low Q Chance Against: 17,Ballbesitzwechsel Nein,D3,L2,,5:5,Direkt,Geblockt,Janis Lauber,,Festsetzen,0.1,,
MS8_FBTG,Low Q Chance Against: 18,Ballbesitzwechsel Nein,D3,L1,,5:5,Direkt,Neben Tor,,,Konter,0.2,,
MS8_FBTG,Low Q Chance Against: 19,Ballbesitzwechsel Ja,D3,L3,,5:5,Gezogen,Geblockt,Maurice Aebersold,,Auslösung,0.2,,
MS8_FBTG,Low Q Chance Against: 20,Ballbesitzwechsel Ja,D3,L2,,5:4,Volley,Neben Tor,,,Standart,0.1,,
MS8_FBTG,Low Q Chance Against: 21,Ballbesitzwechsel Ja,D3,L1,,5:5,Direkt,Neben Tor,,,Festsetzen,0.1,,
MS8_FBTG,Low Q Chance Against: 22,Ballbesitzwechsel Nein,D3,L3,,5:5,Gezogen,Auf Tor,,,Festsetzen,0.2,,
MS8_FBTG,Low Q Chance Against: 23,Ballbesitzwechsel Nein,D3,L2,,5:5,Direkt,Geblockt,Janis Lauber,,Auslösung,0.1,,
MS8_FBTG,Low Q Chance For: 1,Ballbesitzwechsel Nein,D1,L3,,5:5,Gezogen,Geblockt,Martin Mosimann,,Standart,0.1,,
MS8_FBTG,Low Q Chance For: 2,Ballbesitzwechsel Ja,D1,L2,,5:5,Gezogen,Geblockt,Lukas Münger,Janis Lauber,Standart,0.2,,
MS8_FBTG,Low Q Chance For: 3,Ballbesitzwechsel Nein,D1,L2,,5:5,Gezogen,Geblockt,Janis Lauber,,Auslösung,0.1,,
MS8_FBTG,Low Q Chance For: 4,Ballbesitzwechsel Nein,D1,L2,,5:5,Gezogen,Geblockt,Nick Pfister,Lukas Münger,Festsetzen,0.2,,
MS8_FBTG,Low Q Chance For: 5,Ballbesitzwechsel Ja,D1,L2,,5:5,Gezogen,Geblockt,Luca Fankhauser,,Standart,0.2,,
MS8_FBTG,Low Q Chance For: 6,Ballbesitzwechsel Ja,D1,L3,,5:5,Gezogen,Geblockt,Christian Stucki,Maurice Aebersold,Auslösung,0.2,,
MS8_FBTG,Low Q Chance For: 7,Ballbesitzwechsel Nein,D1,L1,,5:5,Gezogen,Geblockt,Thomas Gfeller,,Festsetzen,0.1,,
MS8_FBTG,Low Q Chance For: 8,Ballbesitzwechsel Nein,D1,L2,,5:5,Direkt,Geblockt,Janis Lauber,Daniel Hernandez,Auslösung,0.2,,
