Spiel,Action,Ballbesitzwechsel,Drittel,Linien For,Nachsetzen_Good_Bad,Nummerische Spielsituation,Schusslabels,Schussmetrik,Spieler Tigers,Spieler Tigers 2,Taktische Spielsituation,XG,ZOE_For,ZOE_Against
PF_HF_3_FBK,High Q Chance Against: 1,Ballbesitzwechsel NEIN,D2,L2,,5:5,Direkt,Auf Tor,,,Auslösung,0.4,,
PF_HF_3_FBK,High Q Chance Against: 2,Ballbesitzwechsel NEIN,D2,L2,,5:5,Direkt,Auf Tor,,,Konter,0.4,,
PF_HF_3_FBK,High Q Chance Against: 3,Ballbesitzwechsel NEIN,D2,L2,,5:5,Direkt,Auf Tor,,,Festsetzen,0.5,,
PF_HF_3_FBK,High Q Chance For: 1,Ballbesitzwechsel NEIN,D2,L1,,5:5,Gezogen,Neben Tor,Thomas Gfeller,,Auslösung,0.4,,
PF_HF_3_FBK,High Q Chance For: 2,Ballbesitzwechsel NEIN,D3,L1,,5:5,Handgelenk,Auf Tor,Matteo Steiner,Nick Pfister,Auslösung,0.4,,
PF_HF_3_FBK,High Q Chance For: 3,Ballbesitzwechsel NEIN,D3,L1,,5:5,Direkt,Neben Tor,Gian Mühlemann,,Zone-Exits,0.4,,
PF_HF_3_FBK,High Q Chance For: 4,Ballbesitzwechsel NEIN,D3,L1,,5:5,Handgelenk,Auf Tor,Matteo Steiner,,Konter,0.4,,
PF_HF_3_FBK,Low Q Chance Against: 1,Ballbesitzwechsel NEIN,D1,L1,,5:5,Gezogen,Geblockt,Thomas Gfeller,,Auslösung,0.1,,
PF_HF_3_FBK,Low Q Chance Against: 2,Ballbesitzwechsel NEIN,D1,L2,,5:5,Gezogen,Auf Tor,,,Festsetzen,0.1,,
PF_HF_3_FBK,Low Q Chance Against: 3,Ballbesitzwechsel NEIN,D1,L2,,5:5,Handgelenk,Neben Tor,,,Auslösung,0.2,,
PF_HF_3_FBK,Low Q Chance Against: 4,Ballbesitzwechsel NEIN,D1,L2,,5:5,Gezogen,Auf Tor,,,Konter,0.1,,
PF_HF_3_FBK,Low Q Chance Against: 5,Ballbesitzwechsel NEIN,D1,L3,,5:5,Gezogen,Auf Tor,,,Konter,0.2,,
PF_HF_3_FBK,Low Q Chance Against: 6,Ballbesitzwechsel NEIN,D1,L1,,5:5,Handgelenk,Neben Tor,,,Konter,0.3,,
PF_HF_3_FBK,Low Q Chance Against: 7,Ballbesitzwechsel NEIN,D1,L1,,5:5,Direkt,Geblockt,Luca Fankhauser,,Standart,0.2,,
PF_HF_3_FBK,Low Q Chance Against: 8,Ballbesitzwechsel NEIN,D1,L1,,5:5,Gezogen,Auf Tor,,,Auslösung,0.1,,
PF_HF_3_FBK,Low Q Chance Against: 9,Ballbesitzwechsel NEIN,D1,L1,,5:5,Gezogen,Geblockt,Thomas Gfeller,,Standart,0.2,,
PF_HF_3_FBK,Low Q Chance Against: 10,Ballbesitzwechsel NEIN,D1,L1,,5:5,Gezogen,Geblockt,Thomas Gfeller,,Festsetzen,0.1,,
PF_HF_3_FBK,Low Q Chance Against: 11,Ballbesitzwechsel NEIN,D2,L2,,5:5,Handgelenk,Auf Tor,,,Konter,0.2,,
PF_HF_3_FBK,Low Q Chance Against: 12,Ballbesitzwechsel NEIN,D2,L2,,5:5,Gezogen,Geblockt,Steiner Luca,,Standart,0.1,,
PF_HF_3_FBK,Low Q Chance Against: 13,Ballbesitzwechsel NEIN,D2,L2,,5:5,Gezogen,Neben Tor,,,Pressing,0.1,,
PF_HF_3_FBK,Low Q Chance Against: 14,Ballbesitzwechsel NEIN,D2,L2,,5:5,Gezogen,Geblockt,Janis Lauber,,Standart,0.1,,
PF_HF_3_FBK,Low Q Chance Against: 15,Ballbesitzwechsel NEIN,D2,L1,,5:5,Gezogen,Geblockt,Thomas Gfeller,,Festsetzen,0.1,,
PF_HF_3_FBK,Low Q Chance Against: 16,Ballbesitzwechsel NEIN,D2,L1,,5:5,Handgelenk,Auf Tor,,,Standart,0.2,,
PF_HF_3_FBK,Low Q Chance Against: 17,Ballbesitzwechsel NEIN,D2,L2,,5:5,Gezogen,Auf Tor,Steiner Simon,Janis Lauber,Auslösung,0.2,,
PF_HF_3_FBK,Low Q Chance Against: 18,Ballbesitzwechsel NEIN,D2,L1,,5:5,Gezogen,Auf Tor,,,Konter,0.2,,
PF_HF_3_FBK,Low Q Chance Against: 19,Ballbesitzwechsel NEIN,D2,L2,,5:5,Handgelenk,Geblockt,Janis Lauber,,Festsetzen,0.1,,
PF_HF_3_FBK,Low Q Chance Against: 20,Ballbesitzwechsel NEIN,D2,L2,,5:5,Gezogen,Geblockt,Steiner Luca,,Auslösung,0.1,,
PF_HF_3_FBK,Low Q Chance Against: 21,Ballbesitzwechsel NEIN,D2,L2,,5:5,Gezogen,Neben Tor,,,Festsetzen,0.1,,
PF_HF_3_FBK,Low Q Chance Against: 22,Ballbesitzwechsel NEIN,D2,L2,,5:5,Gezogen,Geblockt,Steiner Luca,,Festsetzen,0.1,,
PF_HF_3_FBK,Low Q Chance Against: 23,Ballbesitzwechsel NEIN,D2,L2,,5:5,Gezogen,Neben Tor,,,Nachsetzen,0.2,,
PF_HF_3_FBK,Low Q Chance Against: 24,Ballbesitzwechsel NEIN,D3,L1,,5:5,Direkt,Neben Tor,,,Auslösung,0.1,,
PF_HF_3_FBK,Low Q Chance Against: 25,Ballbesitzwechsel NEIN,D3,L2,,5:5,Handgelenk,Auf Tor,,,Konter,0.1,,
PF_HF_3_FBK,Low Q Chance Against: 26,Ballbesitzwechsel NEIN,D3,L2,,5:5,Direkt,Neben Tor,,,Festsetzen,0.2,,
PF_HF_3_FBK,Low Q Chance Against: 27,Ballbesitzwechsel NEIN,D3,L1,,5:5,Gezogen,Geblockt,Steiner Luca,,Festsetzen,0.1,,
PF_HF_3_FBK,Low Q Chance Against: 28,Ballbesitzwechsel NEIN,D3,L1,,5:5,Gezogen,Neben Tor,,,Pressing,0.1,,
PF_HF_3_FBK,Low Q Chance Against: 29,Ballbesitzwechsel NEIN,D3,L1,,5:5,Gezogen,Auf Tor,,,Standart,0.1,,
PF_HF_3_FBK,Low Q Chance For: 1,Ballbesitzwechsel NEIN,D1,L1,,5:5,Gezogen,Geblockt,Steiner Luca,Nick Pfister,Festsetzen,0.1,,
PF_HF_3_FBK,Low Q Chance For: 2,Ballbesitzwechsel Nein,D1,L2,,5:5,Gezogen,Auf Tor,Janis Lauber,Maurice Aebersold,Festsetzen,0.1,,
PF_HF_3_FBK,Low Q Chance For: 3,Ballbesitzwechsel NEIN,D1,L2,,5:5,Direkt,Neben Tor,Janis Lauber,Gustav Svensson,Standart,0.2,,
PF_HF_3_FBK,Low Q Chance For: 4,Ballbesitzwechsel NEIN,D1,L1,,5:5,Gezogen,Auf Tor,Thomas Gfeller,,Standart,0.1,,
PF_HF_3_FBK,Low Q Chance For: 5,Ballbesitzwechsel NEIN,D1,L1,,5:5,Gezogen,Geblockt,Nick Pfister,Thomas Gfeller,Konter,0.2,,
PF_HF_3_FBK,Low Q Chance For: 6,Ballbesitzwechsel NEIN,D1,L1,,5:5,Gezogen,Geblockt,Thomas Gfeller,,Konter,0.1,,
PF_HF_3_FBK,Low Q Chance For: 7,Ballbesitzwechsel NEIN,D1,L2,,5:5,Gezogen,Geblockt,Kevin Kropf,Maurice Aebersold,Konter,0.2,,
PF_HF_3_FBK,Low Q Chance For: 8,Ballbesitzwechsel NEIN,D2,L1,,5:5,Handgelenk,Auf Tor,Nick Pfister,Matteo Steiner,Standart,0.2,,
PF_HF_3_FBK,Low Q Chance For: 9,Ballbesitzwechsel NEIN,D2,L1,,5:5,Gezogen,Geblockt,Thomas Gfeller,,Konter,0.2,,
PF_HF_3_FBK,Low Q Chance For: 10,Ballbesitzwechsel NEIN,D2,L1,,5:5,Handgelenk,Geblockt,Matteo Steiner,Thomas Gfeller,Konter,0.2,,
PF_HF_3_FBK,Low Q Chance For: 11,Ballbesitzwechsel NEIN,D2,L1,,5:5,Gezogen,Auf Tor,Matteo Steiner,,Konter,0.2,,
PF_HF_3_FBK,Low Q Chance For: 12,Ballbesitzwechsel NEIN,D2,L1,,5:5,Gezogen,Auf Tor,Thomas Gfeller,,Festsetzen,0.2,,
PF_HF_3_FBK,Low Q Chance For: 13,Ballbesitzwechsel NEIN,D2,L2,,5:5,Gezogen,Geblockt,Gustav Svensson,Janis Lauber,Auslösung,0.2,,
PF_HF_3_FBK,Low Q Chance For: 14,Ballbesitzwechsel Nein,D2,L2,,5:5,Gezogen,Geblockt,Kevin Kropf,,Konter,0.1,,
PF_HF_3_FBK,Low Q Chance For: 15,Ballbesitzwechsel NEIN,D3,L2,,5:5,Gezogen,Geblockt,Steiner Simon,Janis Lauber,Festsetzen,0.2,,
PF_HF_3_FBK,Low Q Chance For: 16,Ballbesitzwechsel NEIN,D3,L1,,5:5,Gezogen,Auf Tor,Thomas Gfeller,,Standart,0.2,,
PF_HF_3_FBK,Low Q Chance For: 17,Ballbesitzwechsel NEIN,D3,L1,,5:5,Gezogen,Auf Tor,Matteo Steiner,,Standart,0.1,,
PF_HF_3_FBK,Low Q Chance For: 18,Ballbesitzwechsel NEIN,D3,L1,,5:5,Gezogen,Auf Tor,Nick Pfister,Matteo Steiner,Konter,0.2,,
PF_HF_3_FBK,Mid Q Chance Against: 1,Ballbesitzwechsel NEIN,D2,L1,,5:5,Handgelenk,Geblockt,Thomas Gfeller,,Konter,0.3,,
PF_HF_3_FBK,Mid Q Chance Against: 2,Ballbesitzwechsel NEIN,D3,L1,,5:5,Handgelenk,Auf Tor,,,Konter,0.3,,
PF_HF_3_FBK,Mid Q Chance Against: 3,Ballbesitzwechsel NEIN,D3,L2,,5:5,Gezogen,Geblockt,Janis Lauber,,Festsetzen,0.3,,
PF_HF_3_FBK,Mid Q Chance For: 1,Ballbesitzwechsel NEIN,D3,L2,,5:5,Direkt,Neben Tor,Gian Mühlemann,,Auslösung,0.3,,
PF_HF_3_FBK,Nachsetzen Tigers: 1,Ballbesitzwechsel NEIN,D1,L1,Good,5:5,,,,,Nachsetzen,,,
PF_HF_3_FBK,Nachsetzen Tigers: 2,Ballbesitzwechsel NEIN,D1,L1,Good,5:5,,,Matteo Steiner,Nick Pfister,Nachsetzen,,,
PF_HF_3_FBK,Nachsetzen Tigers: 3,Ballbesitzwechsel NEIN,D1,L3,Good,5:5,,,,,Nachsetzen,,,
PF_HF_3_FBK,Nachsetzen Tigers: 4,Ballbesitzwechsel JA,D1,L1,Good,5:5,,,,,Nachsetzen,,,
