Spiel,Action,Ballbesitzwechsel,Drittel,Linien For,Nachsetzen_Good_Bad,Nummerische Spielsituation,Schusslabels,Schussmetrik,Spieler Tigers,Spieler Tigers 2,Taktische Spielsituation,XG,ZOE_For,ZOE_Against
PF_VF_4_FBTG,High Q Chance Against: 1,Ballbesitzwechsel NEIN,D1,L2,,5:5,Handgelenk,Auf Tor,,,Konter,0.4,,
PF_VF_4_FBTG,High Q Chance Against: 2,Ballbesitzwechsel NEIN,D2,L1,,5:5,Handgelenk,Auf Tor,,,Konter,0.4,,
PF_VF_4_FBTG,High Q Chance Against: 3,Ballbesitzwechsel NEIN,D3,L1,,5:5,Direkt,Neben Tor,,,Konter,0.5,,
PF_VF_4_FBTG,High Q Chance Against: 4,Ballbesitzwechsel NEIN,D3,L2,,5:5,Gezogen,Neben Tor,,,Auslösung,0.3,,
PF_VF_4_FBTG,High Q Chance For: 1,Ballbesitzwechsel NEIN,D1,L2,,5:5,Direkt,Auf Tor,Kevin Kropf,Steiner Simon,Auslösung,0.3,,
PF_VF_4_FBTG,Low Q Chance Against: 1,Ballbesitzwechsel JA,D1,L3,,5:5,Direkt,Geblockt,Micha Strohl,,Auslösung,0.1,,
PF_VF_4_FBTG,Low Q Chance Against: 2,Ballbesitzwechsel JA,D1,L2,,5:5,Handgelenk,Geblockt,Gustav Svensson,,Konter,0.2,,
PF_VF_4_FBTG,Low Q Chance Against: 3,Ballbesitzwechsel NEIN,D1,L1,,5:5,Direkt,Geblockt,Thomas Gfeller,,Auslösung,0.1,,
PF_VF_4_FBTG,Low Q Chance Against: 4,Ballbesitzwechsel NEIN,D1,L2,,5:5,Direkt,Geblockt,Kevin Kropf,,Nachsetzen,0.2,,
PF_VF_4_FBTG,Low Q Chance Against: 5,Ballbesitzwechsel NEIN,D1,L2,,5:5,Volley,Neben Tor,,,Konter,0.2,,
PF_VF_4_FBTG,Low Q Chance Against: 6,Ballbesitzwechsel JA,D1,L3,,5:5,Gezogen,Geblockt,Martin Mosimann,,Festsetzen,0.1,,
PF_VF_4_FBTG,Low Q Chance Against: 7,Ballbesitzwechsel NEIN,D1,L3,,5:5,Direkt,Auf Tor,,,Festsetzen,0.2,,
PF_VF_4_FBTG,Low Q Chance Against: 8,Ballbesitzwechsel NEIN,D2,L3,,5:5,Handgelenk,Neben Tor,,,Auslösung,0.2,,
PF_VF_4_FBTG,Low Q Chance Against: 9,Ballbesitzwechsel NEIN,D2,L2,,5:5,Direkt,Neben Tor,,,Konter,0.2,,
PF_VF_4_FBTG,Low Q Chance Against: 10,Ballbesitzwechsel NEIN,D2,L3,,5:5,Gezogen,Auf Tor,,,Festsetzen,0.2,,
PF_VF_4_FBTG,Low Q Chance Against: 11,Ballbesitzwechsel NEIN,D2,L2,,5:5,Gezogen,Auf Tor,,,Auslösung,0.1,,
PF_VF_4_FBTG,Low Q Chance Against: 12,Ballbesitzwechsel NEIN,D2,L2,,5:5,Direkt,Neben Tor,,,Festsetzen,0.1,,
PF_VF_4_FBTG,Low Q Chance Against: 13,Ballbesitzwechsel JA,D2,L2,,5:5,Gezogen,Neben Tor,,,Auslösung,0.2,,
PF_VF_4_FBTG,Low Q Chance Against: 14,Ballbesitzwechsel NEIN,D2,L2,,5:5,Gezogen,Geblockt,Gustav Svensson,,Festsetzen,0.1,,
PF_VF_4_FBTG,Low Q Chance Against: 15,Ballbesitzwechsel NEIN,D2,L2,,5:5,Handgelenk,Auf Tor,,,Auslösung,0.2,,
PF_VF_4_FBTG,Low Q Chance Against: 16,Ballbesitzwechsel NEIN,D2,L2,,5:5,Gezogen,Geblockt,Gustav Svensson,,Festsetzen,0.2,,
PF_VF_4_FBTG,Low Q Chance Against: 17,Ballbesitzwechsel Nein,D3,L1,,5:5,Direkt,Geblockt,Gian Mühlemann,,Standart,0.1,,
PF_VF_4_FBTG,Low Q Chance Against: 18,Ballbesitzwechsel NEIN,D3,L2,,5:5,Gezogen,Geblockt,Gustav Svensson,,Festsetzen,0.1,,
PF_VF_4_FBTG,Low Q Chance Against: 19,Ballbesitzwechsel NEIN,D3,L2,,5:5,Gezogen,Auf Tor,,,Festsetzen,0.1,,
PF_VF_4_FBTG,Low Q Chance Against: 20,Ballbesitzwechsel NEIN,D3,L1,,5:5,Handgelenk,Geblockt,Luca Fankhauser,,Auslösung,0.1,,
PF_VF_4_FBTG,Low Q Chance Against: 21,Ballbesitzwechsel NEIN,D3,L1,,5:5,Gezogen,Auf Tor,,,Auslösung,0.2,,
PF_VF_4_FBTG,Low Q Chance Against: 22,Ballbesitzwechsel JA,D3,L2,,5:5,Handgelenk,Geblockt,Maurice Aebersold,,Auslösung,0.1,,
PF_VF_4_FBTG,Low Q Chance Against: 23,Ballbesitzwechsel NEIN,D3,L2,,5:5,Gezogen,Geblockt,Janis Lauber,,Zone-Exits,0.2,,
PF_VF_4_FBTG,Low Q Chance Against: 24,Ballbesitzwechsel NEIN,OT,L1,,5:5,Gezogen,Geblockt,Steiner Luca,,Festsetzen,0.1,,
PF_VF_4_FBTG,Low Q Chance Against: 25,Ballbesitzwechsel NEIN,OT,L2,,5:5,Gezogen,Neben Tor,,,Auslösung,0.2,,
PF_VF_4_FBTG,Low Q Chance Against: 26,Ballbesitzwechsel NEIN,OT,L2,,5:5,Direkt,Auf Tor,,,Festsetzen,0.1,,
PF_VF_4_FBTG,Low Q Chance For: 1,Ballbesitzwechsel NEIN,D1,L1,,5:5,Handgelenk,Auf Tor,Nick Pfister,,Konter,0.2,,
PF_VF_4_FBTG,Low Q Chance For: 2,Ballbesitzwechsel JA,D1,L2,,5:5,Gezogen,Geblockt,Janis Lauber,Gustav Svensson,Konter,0.1,,
