Spiel,Action,Ballbesitzwechsel,Drittel,Linien For,Nachsetzen_Good_Bad,Nummerische Spielsituation,Schusslabels,Schussmetrik,Spieler Tigers,Spieler Tigers 2,Taktische Spielsituation,XG,ZOE_For,ZOE_Against
PF_HF_1_FBK,High Q Chance Against: 1,Ballbesitzwechsel NEIN,D1,L1,,5:5,Handgelenk,Neben Tor,,,Konter,0.3,,
PF_HF_1_FBK,High Q Chance Against: 2,Ballbesitzwechsel NEIN,D2,L1,,5:5,Direkt,Neben Tor,,,Pressing,0.4,,
PF_HF_1_FBK,High Q Chance For: 1,Ballbesitzwechsel NEIN,D1,L2,,5:5,Direkt,Auf Tor,Janis Lauber,Kevin Kropf,Zone-Exits,0.5,,
PF_HF_1_FBK,Low Q Chance Against: 1,Ballbesitzwechsel NEIN,D1,L1,,5:5,Handgelenk,Auf Tor,,,Auslösung,0.1,,
PF_HF_1_FBK,Low Q Chance Against: 2,Ballbesitzwechsel NEIN,D1,L2,,5:5,Direkt,Neben Tor,,,Festsetzen,0.2,,
PF_HF_1_FBK,Low Q Chance Against: 3,Ballbesitzwechsel NEIN,D1,L1,,5:5,Gezogen,Geblockt,Luca Fankhauser,,Festsetzen,0.1,,
PF_HF_1_FBK,Low Q Chance Against: 4,Ballbesitzwechsel NEIN,D1,L1,,5:5,Handgelenk,Neben Tor,,,Konter,0.2,,
PF_HF_1_FBK,Low Q Chance Against: 5,Ballbesitzwechsel NEIN,D2,L1,,5:5,Gezogen,Geblockt,Thomas Gfeller,,Auslösung,0.1,,
PF_HF_1_FBK,Low Q Chance Against: 6,Ballbesitzwechsel NEIN,D2,L2,,5:5,Gezogen,Geblockt,Maurice Aebersold,,Festsetzen,0.1,,
PF_HF_1_FBK,Low Q Chance Against: 7,Ballbesitzwechsel NEIN,D2,L1,,5:5,Gezogen,Auf Tor,,,Standart,0.1,,
PF_HF_1_FBK,Low Q Chance Against: 8,Ballbesitzwechsel NEIN,D2,L3,,5:5,Direkt,Neben Tor,,,Standart,0.1,,
PF_HF_1_FBK,Low Q Chance Against: 9,Ballbesitzwechsel NEIN,D3,L2,,5:5,Direkt,Neben Tor,,,Festsetzen,0.2,,
PF_HF_1_FBK,Low Q Chance Against: 10,Ballbesitzwechsel NEIN,D3,L2,,5:5,Gezogen,Geblockt,Gustav Svensson,,Standart,0.1,,
PF_HF_1_FBK,Low Q Chance For: 1,Ballbesitzwechsel JA,D1,L3,,5:5,Gezogen,Geblockt,Lukas Münger,Christian Stucki,Festsetzen,0.1,,
PF_HF_1_FBK,Low Q Chance For: 2,Ballbesitzwechsel NEIN,D1,L1,,5:5,Gezogen,Geblockt,Luca Fankhauser,Thomas Gfeller,Standart,0.1,,
PF_HF_1_FBK,Low Q Chance For: 3,Ballbesitzwechsel NEIN,D1,L1,,5:5,Direkt,Auf Tor,Thomas Gfeller,Matteo Steiner,Nachsetzen,0.2,,
PF_HF_1_FBK,Low Q Chance For: 4,Ballbesitzwechsel NEIN,D1,L2,,5:5,Gezogen,Geblockt,Steiner Simon,Kevin Kropf,Festsetzen,0.2,,
PF_HF_1_FBK,Low Q Chance For: 5,Ballbesitzwechsel NEIN,D1,L2,,5:5,Gezogen,Geblockt,Janis Lauber,,Festsetzen,0.2,,
PF_HF_1_FBK,Low Q Chance For: 6,Ballbesitzwechsel NEIN,D1,L2,,5:5,Gezogen,Auf Tor,Kevin Kropf,Gustav Svensson,Festsetzen,0.2,,
PF_HF_1_FBK,Low Q Chance For: 7,Ballbesitzwechsel NEIN,D1,L2,,5:5,Gezogen,Auf Tor,Kevin Kropf,,Konter,0.1,,
PF_HF_1_FBK,Low Q Chance For: 8,Ballbesitzwechsel NEIN,D1,L1,,5:5,Gezogen,Geblockt,Thomas Gfeller,Gian Mühlemann,Standart,0.1,,
PF_HF_1_FBK,Low Q Chance For: 9,Ballbesitzwechsel NEIN,D1,L2,,5:5,Gezogen,Geblockt,Kevin Kropf,,Auslösung,0.1,,
PF_HF_1_FBK,Low Q Chance For: 10,Ballbesitzwechsel NEIN,D1,L2,,5:5,Gezogen,Neben Tor,Gustav Svensson,,Standart,0.2,,
PF_HF_1_FBK,Low Q Chance For: 11,Ballbesitzwechsel NEIN,D1,L1,,5:5,Direkt,Neben Tor,Luca Fankhauser,Nick Pfister,Auslösung,0.2,,
PF_HF_1_FBK,Low Q Chance For: 12,Ballbesitzwechsel NEIN,D2,L1,,5:5,Gezogen,Neben Tor,Nick Pfister,Thomas Gfeller,Auslösung,0.2,,
PF_HF_1_FBK,Low Q Chance For: 13,Ballbesitzwechsel NEIN,D2,L2,,5:5,Direkt,Neben Tor,Gustav Svensson,Kevin Kropf,Standart,0.2,,
PF_HF_1_FBK,Low Q Chance For: 14,Ballbesitzwechsel NEIN,D2,L2,,5:5,Gezogen,Geblockt,Janis Lauber,,Standart,0.1,,
PF_HF_1_FBK,Low Q Chance For: 15,Ballbesitzwechsel NEIN,D2,L2,,5:5,Handgelenk,Auf Tor,Steiner Simon,,Auslösung,0.2,,
PF_HF_1_FBK,Low Q Chance For: 16,Ballbesitzwechsel NEIN,D2,L2,,5:5,Gezogen,Auf Tor,Janis Lauber,,Nachsetzen,0.1,,
PF_HF_1_FBK,Low Q Chance For: 17,Ballbesitzwechsel NEIN,D3,L1,,5:5,Direkt,Auf Tor,Thomas Gfeller,Matteo Steiner,Festsetzen,0.2,,
PF_HF_1_FBK,Low Q Chance For: 18,Ballbesitzwechsel NEIN,D3,L1,,5:5,Handgelenk,Neben Tor,Matteo Steiner,,Nachsetzen,0.2,,
PF_HF_1_FBK,Low Q Chance For: 19,Ballbesitzwechsel NEIN,D3,L1,,5:5,Gezogen,Auf Tor,Matteo Steiner,Nick Pfister,Konter,0.2,,
PF_HF_1_FBK,Mid Q Chance Against: 1,Ballbesitzwechsel NEIN,D1,L1,,5:5,Direkt,Auf Tor,,,Zone-Exits,0.3,,
PF_HF_1_FBK,Mid Q Chance Against: 2,Ballbesitzwechsel NEIN,D1,L1,,5:5,Direkt,Auf Tor,,,Nachsetzen,0.3,,
PF_HF_1_FBK,Mid Q Chance Against: 3,Ballbesitzwechsel NEIN,D1,L2,,5:5,Gezogen,Auf Tor,,,Konter,0.3,,
PF_HF_1_FBK,Mid Q Chance Against: 4,Ballbesitzwechsel NEIN,D2,L2,,5:5,Handgelenk,Auf Tor,,,Konter,0.3,,
PF_HF_1_FBK,Mid Q Chance Against: 5,Ballbesitzwechsel Nein,D3,L1,,5:5,Gezogen,Auf Tor,,,Auslösung,0.3,,
PF_HF_1_FBK,Mid Q Chance Against: 6,Ballbesitzwechsel NEIN,D3,L1,,5:5,Volley,Auf Tor,,,Konter,0.3,,
PF_HF_1_FBK,Mid Q Chance For: 1,Ballbesitzwechsel NEIN,D1,L1,,5:5,Direkt,Auf Tor,Luca Fankhauser,Nick Pfister,Konter,0.3,,
PF_HF_1_FBK,Mid Q Chance For: 2,Ballbesitzwechsel NEIN,D1,L1,,5:5,Gezogen,Neben Tor,Gian Mühlemann,,Konter,0.3,,
PF_HF_1_FBK,Mid Q Chance For: 3,Ballbesitzwechsel NEIN,D1,L2,,5:5,Handgelenk,Auf Tor,Janis Lauber,,Auslösung,0.3,,
PF_HF_1_FBK,Mid Q Chance For: 4,Ballbesitzwechsel JA,D3,L1,,5:5,Gezogen,Auf Tor,Matteo Steiner,,Festsetzen,0.3,,
PF_HF_1_FBK,Mid Q Chance For: 5,Ballbesitzwechsel NEIN,D3,L2,,5:5,Direkt,Auf Tor,Maurice Aebersold,Janis Lauber,Auslösung,0.3,,
PF_HF_1_FBK,Nachsetzen Tigers: 1,Ballbesitzwechsel NEIN,D1,L1,Bad,5:5,,,,,Zone-Exits,,,
PF_HF_1_FBK,Nachsetzen Tigers: 2,Ballbesitzwechsel NEIN,D2,L2,Good,5:5,,,,,Nachsetzen,,,
PF_HF_1_FBK,Tor Gegner: 1,,D1,L1,,5:5,Volley,,,,Auslösung,0.3,,
PF_HF_1_FBK,Tor Gegner: 2,,D1,L1,,5:5,Gezogen,,,,Pressing,0.2,,
PF_HF_1_FBK,Tor Gegner: 3,,D2,L1,,5:5,Direkt,,,,Nachsetzen,0.8,,
PF_HF_1_FBK,Tor Gegner: 4,,D2,L1,,5:5,Gezogen,,,,Konter,0.2,,
PF_HF_1_FBK,Tor Gegner: 5,,D3,BP1,,4:5,Gezogen,,,,,0.3,,
PF_HF_1_FBK,Tor Gegner: 6,,D3,5:6,,5:6,Gezogen,,,,,0.2,,
PF_HF_1_FBK,Tor Tigers: 1,,D2,L2,,5:5,Direkt,,Steiner Simon,,Zone-Exits,0.4,,
PF_HF_1_FBK,Tor Tigers: 2,,D2,PP1,,5:4,Gezogen,,Janis Lauber,Steiner Simon,,0.3,,
PF_HF_1_FBK,Tor Tigers: 3,,D2,L2,,5:5,Handgelenk,,Maurice Aebersold,Kevin Kropf,Nachsetzen,0.3,,
PF_HF_1_FBK,Tor Tigers: 4,,D3,BP1,,4:5,Gezogen,,Gustav Svensson,,,0.3,,
PF_HF_1_FBK,Tor Tigers: 5,,D3,L1,,5:5,Handgelenk,,Lucas Schlegel,Nick Pfister,Festsetzen,0.2,,
PF_HF_1_FBK,Tor Tigers: 6,,D3,PP1,,5:4,Direkt,,Matteo Steiner,Janis Lauber,,0.3,,
PF_HF_1_FBK,Tor Tigers: 7,,D3,L1,,5:5,Gezogen,,Nick Pfister,Micha Strohl,Festsetzen,0.4,,
PF_HF_1_FBK,ZOE For: 1,Ballbesitzwechsel JA,D1,L1,,5:5,,,Luca Fankhauser,,Auslösung,,Bad,
PF_HF_1_FBK,ZOE For: 2,Ballbesitzwechsel NEIN,D1,L1,,5:5,,,Thomas Gfeller,Matteo Steiner,Auslösung,,Good,
PF_HF_1_FBK,ZOE For: 3,Ballbesitzwechsel JA,D1,L1,,5:5,,,Matteo Steiner,,Auslösung,,Bad,
PF_HF_1_FBK,ZOE For: 4,Ballbesitzwechsel NEIN,D1,L1,,5:5,,,Gian Mühlemann,Matteo Steiner,Auslösung,,Good,
PF_HF_1_FBK,ZOE For: 5,Ballbesitzwechsel Nein,D1,L2,,5:5,,,Janis Lauber,,Auslösung,,Bad,
PF_HF_1_FBK,ZOE For: 6,Ballbesitzwechsel NEIN,D1,L2,,5:5,,,Janis Lauber,Gustav Svensson,Auslösung,,Good,
