Spiel,Action,Ballbesitzwechsel,Drittel,Linien For,Nachsetzen_Good_Bad,Nummerische Spielsituation,Schusslabels,Schussmetrik,Spieler Tigers,Spieler Tigers 2,Taktische Spielsituation,XG,ZOE_For,ZOE_Against
PF_VF_1_FBTG,ZOE Gegner: 1,Ballbesitzwechsel JA,D1,L3,,5:5,,,,,Auslösung,,,Good
PF_VF_1_FBTG,ZOE Gegner: 2,Ballbesitzwechsel JA,D1,L3,,5:5,,,,,Auslösung,,,Good
PF_VF_1_FBTG,ZOE Gegner: 3,Ballbesitzwechsel JA,D1,L2,,5:5,,,,,Auslösung,,,Bad
PF_VF_1_FBTG,ZOE Gegner: 4,Ballbesitzwechsel JA,D1,L1,,5:5,,,,,Auslösung,,,Bad
PF_VF_1_FBTG,ZOE Gegner: 5,Ballbesitzwechsel JA,D1,L2,,5:5,,,,,Auslösung,,,Bad
PF_VF_1_FBTG,ZOE Gegner: 6,Ballbesitzwechsel JA,D1,L2,,5:5,,,,,Auslösung,,,Bad
PF_VF_1_FBTG,ZOE Gegner: 7,Ballbesitzwechsel JA,D1,L1,,5:5,,,,,Auslösung,,,Good
PF_VF_1_FBTG,ZOE Gegner: 8,Ballbesitzwechsel JA,D1,L3,,5:5,,,,,Auslösung,,,Bad
PF_VF_1_FBTG,ZOE Gegner: 9,Ballbesitzwechsel JA,D1,L2,,5:5,,,,,Auslösung,,,Bad
PF_VF_1_FBTG,ZOE Gegner: 10,Ballbesitzwechsel NEIN,D1,L1,,5:5,,,,,Auslösung,,,Good
PF_VF_1_FBTG,ZOE Gegner: 11,Ballbesitzwechsel JA,D2,L3,,5:5,,,,,Auslösung,,,Bad
PF_VF_1_FBTG,ZOE Gegner: 12,Ballbesitzwechsel NEIN,D2,L2,,5:5,,,,,Auslösung,,,Good
PF_VF_1_FBTG,ZOE Gegner: 13,Ballbesitzwechsel JA,D2,L1,,5:5,,,,,Auslösung,,,Good
PF_VF_1_FBTG,ZOE Gegner: 14,Ballbesitzwechsel NEIN,D2,L3,,5:5,,,,,Auslösung,,,Good
PF_VF_1_FBTG,ZOE Gegner: 15,Ballbesitzwechsel NEIN,D2,L2,,5:5,,,,,Auslösung,,,Bad
PF_VF_1_FBTG,ZOE Gegner: 16,Ballbesitzwechsel JA,D3,L3,,5:5,,,,,Auslösung,,,Bad
PF_VF_1_FBTG,ZOE Gegner: 17,Ballbesitzwechsel JA,D3,L1,,5:5,,,,,Auslösung,,,Bad
PF_VF_1_FBTG,ZOE Gegner: 18,"Ballbesitzwechsel JA, Ballbesitzwechsel NEIN",D3,L3,,5:5,,,,,Auslösung,,,Good
PF_VF_1_FBTG,ZOE Gegner: 19,Ballbesitzwechsel NEIN,D3,L3,,5:5,,,,,Auslösung,,,Good
PF_VF_1_FBTG,ZOE Gegner: 20,Ballbesitzwechsel NEIN,D3,L2,,5:5,,,,,Auslösung,,,Good
PF_VF_1_FBTG,ZOE Gegner: 21,Ballbesitzwechsel NEIN,D3,L1,,5:5,,,,,Auslösung,,,Good
PF_VF_1_FBTG,Zone-Exits: 1,Ballbesitzwechsel JA,D1,L3,,5:5,,,Martin Mosimann,Lucas Schlegel,Zone-Exits,,Bad,
PF_VF_1_FBTG,Zone-Exits: 2,Ballbesitzwechsel NEIN,D1,L3,,5:5,,,Martin Mosimann,Christian Stucki,Zone-Exits,,Good,
PF_VF_1_FBTG,Zone-Exits: 3,Ballbesitzwechsel NEIN,D2,L2,,5:5,,,Strohl Micha,Gustav Svensson,Zone-Exits,,Good,
PF_VF_1_FBTG,Zone-Exits: 4,Ballbesitzwechsel JA,D3,L2,,5:5,,,Janis Lauber,Gustav Svensson,Zone-Exits,,Bad,
