Spiel,Action,Ballbesitzwechsel,Drittel,Linien For,Nachsetzen_Good_Bad,Nummerische Spielsituation,Schusslabels,Schussmetrik,Spieler Tigers,Spieler Tigers 2,Taktische Spielsituation,XG,ZOE_For,ZOE_Against
MS16_Uster,High Q Chance Against: 1,Ballbesitzwechsel Ja,D1,L1,,5:5,Direkt,Auf Tor,,,Konter,0.4,,
MS16_Uster,High Q Chance For: 1,Ballbesitzwechsel Nein,D3,L2,,5:5,Direkt,Auf Tor,Nick Pfister,Matteo Steiner,Standart,0.6,,
MS16_Uster,Low Q Chance Against: 1,Ballbesitzwechsel Ja,D1,L1,,5:5,Gezogen,Neben Tor,,,Konter,0.1,,
MS16_Uster,Low Q Chance Against: 2,Ballbesitzwechsel Nein,D1,L3,,5:5,Gezogen,Auf Tor,,,Konter,0.1,,
MS16_Uster,Low Q Chance Against: 3,Ballbesitzwechsel Nein,D1,L3,,5:5,Gezogen,Geblockt,Maurice Aebersold,,Auslösung,0.1,,
MS16_Uster,Low Q Chance Against: 4,Ballbesitzwechsel Nein,D1,L2,,5:5,Gezogen,Geblockt,Lukas Münger,,Standart,0.1,,
MS16_Uster,Low Q Chance Against: 5,Ballbesitzwechsel Nein,D1,L2,,5:5,Handgelenk,Auf Tor,,,Konter,0.1,,
MS16_Uster,Low Q Chance Against: 6,Ballbesitzwechsel Nein,D1,L1,,5:5,Direkt,Geblockt,Thomas Gfeller,,Standart,0.1,,
MS16_Uster,Low Q Chance Against: 7,Ballbesitzwechsel Nein,D1,L1,,5:5,Gezogen,Geblockt,Martin Mosimann,,Standart,0.1,,
MS16_Uster,Low Q Chance Against: 8,Ballbesitzwechsel Ja,D1,L3,,5:5,Gezogen,Neben Tor,,,Konter,0.1,,
MS16_Uster,Low Q Chance Against: 9,Ballbesitzwechsel Ja,D1,L2,,5:5,Direkt,Neben Tor,,,Konter,0.1,,
MS16_Uster,Low Q Chance Against: 10,Ballbesitzwechsel Nein,D1,L3,,5:5,Gezogen,Geblockt,Gian Mühlemann,,Konter,0.1,,
