Spiel,Action,Ballbesitzwechsel,Drittel,Linien For,Nachsetzen_Good_Bad,Nummerische Spielsituation,Schusslabels,Schussmetrik,Spieler Tigers,Spieler Tigers 2,Taktische Spielsituation,XG,ZOE_For,ZOE_Against
PF_VF_3_FBTG,High Q Chance For: 1,Ballbesitzwechsel NEIN,D1,L2,,5:5,Direkt,Auf Tor,Steiner Simon,Kevin Kropf,Konter,0.4,,
PF_VF_3_FBTG,High Q Chance For: 2,Ballbesitzwechsel NEIN,D2,L1,,5:5,Direkt,Auf Tor,Matteo Steiner,Gian Mühlemann,Festsetzen,0.5,,
PF_VF_3_FBTG,High Q Chance For: 3,Ballbesitzwechsel NEIN,D3,BP2,,5:5,Direkt,Auf Tor,Christian Stucki,,Konter,0.3,,
PF_VF_3_FBTG,High Q Chance For: 4,Ballbesitzwechsel NEIN,D3,L1,,5:5,Direkt,Neben Tor,Matteo Steiner,Thomas Gfeller,Standart,0.4,,
PF_VF_3_FBTG,Low Q Chance Against: 1,Ballbesitzwechsel NEIN,D1,L3,,5:5,Gezogen,Geblockt,Micha Strohl,,Auslösung,0.1,,
PF_VF_3_FBTG,Low Q Chance Against: 2,Ballbesitzwechsel JA,D1,L3,,5:5,Gezogen,Geblockt,Schwarz Janis,,Standart,0.1,,
PF_VF_3_FBTG,Low Q Chance Against: 3,Ballbesitzwechsel NEIN,D2,L1,,5:5,Gezogen,Auf Tor,,,Konter,0.1,,
PF_VF_3_FBTG,Low Q Chance Against: 4,Ballbesitzwechsel JA,D2,L2,,5:5,Gezogen,Geblockt,Steiner Simon,,Auslösung,0.1,,
PF_VF_3_FBTG,Low Q Chance Against: 5,Ballbesitzwechsel NEIN,D2,L2,,5:5,Gezogen,Geblockt,Janis Lauber,,Konter,0.1,,
PF_VF_3_FBTG,Low Q Chance Against: 6,Ballbesitzwechsel NEIN,D2,L3,,5:5,Direkt,Auf Tor,,,Auslösung,0.1,,
PF_VF_3_FBTG,Low Q Chance Against: 7,Ballbesitzwechsel NEIN,D2,L3,,5:5,Gezogen,Geblockt,Lucas Schlegel,,Festsetzen,0.1,,
PF_VF_3_FBTG,Low Q Chance Against: 8,Ballbesitzwechsel NEIN,D2,L3,,5:5,Gezogen,Geblockt,Martin Mosimann,,Festsetzen,0.1,,
PF_VF_3_FBTG,Low Q Chance Against: 9,Ballbesitzwechsel NEIN,D2,L1,,5:5,Direkt,Auf Tor,,,Konter,0.1,,
PF_VF_3_FBTG,Low Q Chance Against: 10,Ballbesitzwechsel JA,D3,L3,,5:5,Gezogen,Geblockt,Schwarz Janis,,Festsetzen,0.1,,
PF_VF_3_FBTG,Low Q Chance Against: 11,Ballbesitzwechsel NEIN,D3,L3,,5:5,Gezogen,Auf Tor,,,Festsetzen,0.1,,
PF_VF_3_FBTG,Low Q Chance Against: 12,Ballbesitzwechsel NEIN,D3,L3,,5:5,Direkt,Neben Tor,,,Standart,0.2,,
PF_VF_3_FBTG,Low Q Chance Against: 13,Ballbesitzwechsel NEIN,D3,L1,,5:5,Gezogen,Geblockt,Luca Fankhauser,,Konter,0.1,,
PF_VF_3_FBTG,Low Q Chance Against: 14,Ballbesitzwechsel NEIN,D3,L1,,5:5,Gezogen,Geblockt,Gian Mühlemann,,Festsetzen,0.2,,
PF_VF_3_FBTG,Low Q Chance Against: 15,Ballbesitzwechsel NEIN,D3,L2,,5:5,Gezogen,Neben Tor,,,Auslösung,0.2,,
PF_VF_3_FBTG,Low Q Chance Against: 16,Ballbesitzwechsel JA,D3,L2,,5:5,Gezogen,Auf Tor,,,Festsetzen,0.2,,
PF_VF_3_FBTG,Low Q Chance Against: 17,Ballbesitzwechsel JA,D3,L1,,5:5,Direkt,Geblockt,Luca Fankhauser,,Festsetzen,0.1,,
PF_VF_3_FBTG,Low Q Chance For: 1,Ballbesitzwechsel NEIN,D1,L1,,5:5,Direkt,Geblockt,Matteo Steiner,Thomas Gfeller,Festsetzen,0.1,,
PF_VF_3_FBTG,Low Q Chance For: 2,Ballbesitzwechsel NEIN,D1,L1,,5:5,Gezogen,Neben Tor,Thomas Gfeller,Luca Fankhauser,Auslösung,0.2,,
PF_VF_3_FBTG,Low Q Chance For: 3,Ballbesitzwechsel NEIN,D1,L2,,5:5,Gezogen,Geblockt,Gustav Svensson,Steiner Simon,Auslösung,0.1,,
