Spiel,Action,Ballbesitzwechsel,Drittel,Linien For,Nachsetzen_Good_Bad,Nummerische Spielsituation,Schusslabels,Schussmetrik,Spieler Tigers,Spieler Tigers 2,Taktische Spielsituation,XG,ZOE_For,ZOE_Against
MS21_Zug,High Q Chance Against: 1,Ballbesitzwechsel Nein,D1,L2,,5:5,Handgelenk,Auf Tor,,,Auslösung,0.4,,
MS21_Zug,High Q Chance Against: 2,Ballbesitzwechsel Ja,D3,L1,,5:5,Direkt,Auf Tor,,,Konter,0.3,,
MS21_Zug,High Q Chance Against: 3,Ballbesitzwechsel NEIN,D3,L1,,5:5,Direkt,Auf Tor,,,Konter,0.4,,
MS21_Zug,Low Q Chance Against: 1,Ballbesitzwechsel Nein,D1,L2,,5:5,Direkt,Neben Tor,,,Standart,0.2,,
MS21_Zug,Low Q Chance Against: 2,Ballbesitzwechsel Ja,D1,L2,,5:5,Gezogen,Neben Tor,,,Auslösung,0.2,,
MS21_Zug,Low Q Chance Against: 3,Ballbesitzwechsel Ja,D1,L1,,5:5,Gezogen,Neben Tor,,,Konter,0.1,,
MS21_Zug,Low Q Chance Against: 4,Ballbesitzwechsel Nein,D1,L3,,5:5,Handgelenk,Auf Tor,,,Festsetzen,0.1,,
MS21_Zug,Low Q Chance Against: 5,Ballbesitzwechsel Nein,D1,L3,,5:5,Gezogen,Neben Tor,,,Konter,0.1,,
MS21_Zug,Low Q Chance Against: 6,Ballbesitzwechsel Nein,D1,L2,,5:5,Gezogen,Geblockt,Thomas Gfeller,,Festsetzen,0.1,,
MS21_Zug,Low Q Chance Against: 7,Ballbesitzwechsel Nein,D2,L2,,5:5,Direkt,Neben Tor,,,Festsetzen,0.1,,
MS21_Zug,Low Q Chance Against: 8,Ballbesitzwechsel Nein,D2,L3,,5:5,Handgelenk,Auf Tor,,,Konter,0.2,,
MS21_Zug,Low Q Chance Against: 9,Ballbesitzwechsel Nein,D2,L3,,5:5,Gezogen,Geblockt,Martin Mosimann,,Auslösung,0.1,,
MS21_Zug,Low Q Chance Against: 10,Ballbesitzwechsel Nein,D2,L1,,5:5,Gezogen,Geblockt,Luca Fankhauser,,Festsetzen,0.1,,
MS21_Zug,Low Q Chance Against: 11,Ballbesitzwechsel Nein,D2,L1,,5:5,Direkt,Neben Tor,,,Nachsetzen,0.1,,
MS21_Zug,Low Q Chance Against: 12,Ballbesitzwechsel Nein,D2,L3,,5:5,Direkt,Neben Tor,,,Festsetzen,0.1,,
MS21_Zug,Low Q Chance Against: 13,Ballbesitzwechsel Nein,D3,L3,,5:5,Gezogen,Auf Tor,,,Standart,0.1,,
MS21_Zug,Low Q Chance Against: 14,Ballbesitzwechsel Nein,D3,L1,,5:5,Gezogen,Neben Tor,,,Konter,0.2,,
MS21_Zug,Low Q Chance Against: 15,Ballbesitzwechsel Nein,D3,L3,,5:5,Gezogen,Neben Tor,,,Auslösung,0.1,,
MS21_Zug,Low Q Chance Against: 16,Ballbesitzwechsel Nein,D3,L1,,5:5,Gezogen,Auf Tor,,,Auslösung,0.2,,
MS21_Zug,Low Q Chance For: 1,Ballbesitzwechsel Ja,D1,L3,,5:5,Gezogen,Geblockt,Martin Mosimann,Strohl Micha,Standart,0.1,,
MS21_Zug,Low Q Chance For: 2,Ballbesitzwechsel Nein,D1,L3,,5:5,Gezogen,Auf Tor,Martin Mosimann,,Nachsetzen,0.1,,
MS21_Zug,Low Q Chance For: 3,Ballbesitzwechsel Nein,D1,L1,,5:5,Gezogen,Auf Tor,Matteo Steiner,Thomas Gfeller,Standart,0.2,,
MS21_Zug,Low Q Chance For: 4,Ballbesitzwechsel Nein,D1,L1,,5:5,Gezogen,Geblockt,Nick Pfister,Luca Fankhauser,Forechecking,0.1,,
MS21_Zug,Low Q Chance For: 5,Ballbesitzwechsel Nein,D1,L2,,5:5,Gezogen,Geblockt,Kevin Kropf,Janis Lauber,Auslösung,0.1,,
MS21_Zug,Low Q Chance For: 6,Ballbesitzwechsel Ja,D1,L2,,5:5,Handgelenk,Neben Tor,Lucas Schlegel,Maurice Aebersold,Standart,0.2,,
MS21_Zug,Low Q Chance For: 7,Ballbesitzwechsel Nein,D1,L1,,5:5,Gezogen,Geblockt,Matteo Steiner,Thomas Gfeller,Standart,0.2,,
MS21_Zug,Low Q Chance For: 8,Ballbesitzwechsel Nein,D1,L1,,5:5,Direkt,Auf Tor,Luca Fankhauser,,Standart,0.2,,
MS21_Zug,Low Q Chance For: 9,Ballbesitzwechsel Nein,D1,L1,,5:5,Gezogen,Neben Tor,Lucas Schlegel,,Pressing,0.2,,
MS21_Zug,Low Q Chance For: 10,Ballbesitzwechsel Nein,D1,L2,,5:5,Handgelenk,Auf Tor,Janis Lauber,,Standart,0.2,,
MS21_Zug,Low Q Chance For: 11,Ballbesitzwechsel Nein,D1,L2,,5:5,Handgelenk,Auf Tor,Maurice Aebersold,,Festsetzen,0.3,,
MS21_Zug,Low Q Chance For: 12,Ballbesitzwechsel Nein,D1,L2,,5:5,Gezogen,Auf Tor,Maurice Aebersold,Lucas Schlegel,Standart,0.2,,
MS21_Zug,Low Q Chance For: 13,Ballbesitzwechsel Nein,D2,L2,,5:5,Direkt,Auf Tor,Kevin Kropf,Steiner Simon,Auslösung,0.2,,
MS21_Zug,Low Q Chance For: 14,Ballbesitzwechsel Ja,D2,L3,,5:5,Gezogen,Geblockt,Björn Schenkel,,Auslösung,0.1,,
MS21_Zug,Low Q Chance For: 15,Ballbesitzwechsel Nein,D2,L3,,5:5,Handgelenk,Auf Tor,Schwarz Janis,,Nachsetzen,0.1,,
MS21_Zug,Low Q Chance For: 16,Ballbesitzwechsel Ja,D2,L2,,5:5,Handgelenk,Auf Tor,Kevin Kropf,Steiner Simon,Auslösung,0.1,,
MS21_Zug,Low Q Chance For: 17,Ballbesitzwechsel Nein,D2,L3,,5:5,Gezogen,Geblockt,Martin Mosimann,Micha Strohl,Konter,0.1,,
MS21_Zug,Low Q Chance For: 18,Ballbesitzwechsel Nein,D2,L2,,5:5,Gezogen,Auf Tor,Kevin Kropf,Janis Lauber,Festsetzen,0.2,,
MS21_Zug,Low Q Chance For: 19,Ballbesitzwechsel Nein,D2,L1,,5:5,Gezogen,Geblockt,Matteo Steiner,Thomas Gfeller,Standart,0.2,,
MS21_Zug,Low Q Chance For: 20,Ballbesitzwechsel Nein,D3,L2,,5:5,Gezogen,Auf Tor,Maurice Aebersold,Maurice Aebersold,Auslösung,0.2,,
MS21_Zug,Low Q Chance For: 21,Ballbesitzwechsel Nein,D3,L2,,5:5,Gezogen,Geblockt,Kevin Kropf,Janis Lauber,Festsetzen,0.1,,
MS21_Zug,Low Q Chance For: 22,Ballbesitzwechsel Nein,D3,L1,,5:5,Gezogen,Geblockt,Matteo Steiner,Luca Fankhauser,Auslösung,0.2,,
MS21_Zug,Low Q Chance For: 23,Ballbesitzwechsel Ja,D3,L2,,5:5,Direkt,Geblockt,Steiner Simon,,Festsetzen,0.1,,
MS21_Zug,Low Q Chance For: 24,Ballbesitzwechsel Nein,D3,L1,,5:5,Direkt,Geblockt,Luca Fankhauser,Matteo Steiner,Festsetzen,0.2,,
MS21_Zug,Mid Q Chance Against: 1,Ballbesitzwechsel Ja,D1,L2,,5:5,Handgelenk,Auf Tor,,,Konter,0.3,,
MS21_Zug,Mid Q Chance Against: 2,Ballbesitzwechsel Nein,D1,L3,,5:5,Direkt,Auf Tor,,,Festsetzen,0.3,,
MS21_Zug,Mid Q Chance Against: 3,Ballbesitzwechsel Nein,D2,L2,,5:5,Direkt,Auf Tor,,,Festsetzen,0.3,,
MS21_Zug,Mid Q Chance Against: 4,Ballbesitzwechsel Nein,D3,L1,,5:5,Direkt,Auf Tor,,,Standart,0.4,,
MS21_Zug,Mid Q Chance For: 1,Ballbesitzwechsel Ja,D1,L3,,5:5,Handgelenk,Neben Tor,Micha Strohl,Christian Stucki,Nachsetzen,0.4,,
MS21_Zug,Mid Q Chance For: 2,Ballbesitzwechsel Nein,D2,L2,,5:5,Direkt,Neben Tor,Steiner Simon,Kevin Kropf,Konter,0.4,,
MS21_Zug,Mid Q Chance For: 3,Ballbesitzwechsel Ja,D2,L2,,5:5,Gezogen,Auf Tor,Steiner Simon,Kevin Kropf,Konter,0.3,,
MS21_Zug,Mid Q Chance For: 4,Ballbesitzwechsel Ja,D2,L1,,5:5,Direkt,Auf Tor,Matteo Steiner,,Nachsetzen,0.3,,
MS21_Zug,Nachsetzen Tigers: 1,Ballbesitzwechsel Nein,D2,L3,Good,5:5,,,,,Nachsetzen,,,
MS21_Zug,Nachsetzen Tigers: 2,Ballbesitzwechsel Nein,D3,L2,Good,5:5,,,,,Konter,,,
MS21_Zug,Pot + Chance For: 1,Ballbesitzwechsel Nein,D1,L3,,5:5,Direkt,,Christian Stucki,Schwarz Janis,Festsetzen,0.1,,
MS21_Zug,Pressing: 1,Ballbesitzechsel Nein,D1,L1,Good,5:5,,,Schwarz Janis,Matteo Steiner,Pressing,,,
MS21_Zug,Tor Gegner: 1,,D1,L1,,5:5,Handgelenk,,,,Konter,0.3,,
MS21_Zug,Tor Gegner: 2,,D1,BP2,,4:5,Gezogen,,,,,0.3,,
MS21_Zug,Tor Gegner: 3,,D1,L1,,5:5,Direkt,,,,Konter,0.3,,
MS21_Zug,Tor Gegner: 4,,D2,L1,,5:5,Direkt,,,,Festsetzen,0.3,,
MS21_Zug,Tor Gegner: 5,,D2,L3,,5:5,Gezogen,,,,Festsetzen,0.2,,
MS21_Zug,Tor Gegner: 6,,D2,BP1,,4:5,Direkt,,,,,0.4,,
MS21_Zug,Tor Tigers: 1,,D1,L3,,5:5,Gezogen,,Christian Stucki,Micha Strohl,Konter,0.3,,
MS21_Zug,Tor Tigers: 2,,D2,PP1,,5:4,Gezogen,,Kevin Kropf,,,0.2,,
MS21_Zug,Tor Tigers: 3,,D2,L1,,5:5,Direkt,,Matteo Steiner,Matteo Steiner,Konter,0.4,,
MS21_Zug,Tor Tigers: 4,,D3,L2,,5:5,Direkt,,Lucas Schlegel,Kevin Kropf,Konter,0.5,,
MS21_Zug,Tor Tigers: 5,,D3,L1,,5:5,Direkt,,Matteo Steiner,Luca Fankhauser,Nachsetzen,0.4,,
MS21_Zug,ZOE For: 1,Ballbesitzwechsel Nein,D1,L1,,5:5,,,Lukas Münger,,Auslösung,,Good,
MS21_Zug,ZOE For: 2,Ballbesitzwechsel Nein,"D3, D1",L3,,5:5,,,Björn Schenkel,Martin Mosimann,Auslösung,,Good,
MS21_Zug,ZOE For: 3,Ballbesitzwechsel Nein,D1,L3,,5:5,,,Micha Strohl,,Auslösung,,Good,
