Spiel,Action,Ballbesitzwechsel,Drittel,Linien For,Nachsetzen_Good_Bad,Nummerische Spielsituation,Schusslabels,Schussmetrik,Spieler Tigers,Spieler Tigers 2,Taktische Spielsituation,XG,ZOE_For,ZOE_Against
PF_HF_2_FBK,High Q Chance Against: 1,Ballbesitzwechsel NEIN,D1,L1,,5:5,Handgelenk,Auf Tor,,,Konter,0.4,,
PF_HF_2_FBK,High Q Chance Against: 2,Ballbesitzwechsel NEIN,D2,L2,,5:5,Direkt,Auf Tor,,,Konter,0.4,,
PF_HF_2_FBK,High Q Chance For: 1,Ballbesitzwechsel NEIN,D2,L1,,5:5,Direkt,Auf Tor,Thomas Gfeller,,Festsetzen,0.4,,
PF_HF_2_FBK,High Q Chance For: 2,Ballbesitzwechsel NEIN,D2,L1,,5:5,Gezogen,Auf Tor,Kevin Kropf,,Festsetzen,0.4,,
PF_HF_2_FBK,High Q Chance For: 3,Ballbesitzwechsel NEIN,D2,L2,,5:5,Gezogen,Auf Tor,Janis Lauber,,Nachsetzen,0.4,,
PF_HF_2_FBK,High Q Chance For: 4,Ballbesitzwechsel NEIN,D3,L1,,5:5,Gezogen,Auf Tor,Nick Pfister,Thomas Gfeller,Auslösung,0.4,,
PF_HF_2_FBK,Low Q Chance Against: 1,Ballbesitzwechsel NEIN,D1,L2,,5:5,Gezogen,Auf Tor,,,Festsetzen,0.2,,
PF_HF_2_FBK,Low Q Chance Against: 2,Ballbesitzwechsel NEIN,D1,L1,,5:5,Handgelenk,Neben Tor,,,Auslösung,0.2,,
PF_HF_2_FBK,Low Q Chance Against: 3,Ballbesitzwechsel NEIN,D1,L1,,5:5,Gezogen,Neben Tor,,,Standart,0.1,,
PF_HF_2_FBK,Low Q Chance Against: 4,Ballbesitzwechsel NEIN,D1,L2,,5:5,Gezogen,Geblockt,Janis Lauber,,Konter,0.1,,
PF_HF_2_FBK,Low Q Chance Against: 5,Ballbesitzwechsel NEIN,D1,L3,,5:5,Direkt,Auf Tor,,,Auslösung,0.1,,
