Spiel,Action,Ballbesitzwechsel,Drittel,Linien For,Nachsetzen_Good_Bad,Nummerische Spielsituation,Schusslabels,Schussmetrik,Spieler Tigers,Spieler Tigers 2,Taktische Spielsituation,XG,ZOE_For,ZOE_Against
MS4_Malans,High Q Chance For: 1,Ballbesitzwechsel Ja,D1,L1,,5:5,Gezogen,Neben Tor,Kevin Kropf,,Konter,0.4,,
MS4_Malans,High Q Chance For: 2,Ballbesitzwechsel Ja,D3,L2,,5:5,Gezogen,Neben Tor,Daniel Hernandez,Matteo Steiner,Nachsetzen,0.4,,
MS4_Malans,Low Q Chance Against: 1,Ballbesitzwechsel Nein,D1,L1,,5:5,Handgelenk,Geblockt,Steiner Simon,,Auslösung,0.1,,
MS4_Malans,Low Q Chance Against: 2,Ballbesitzwechsel Nein,D1,L1,,5:5,Gezogen,Geblockt,Steiner Luca,,Nachsetzen,0.1,,
MS4_Malans,Low Q Chance Against: 3,Ballbesitzwechsel Nein,D1,L1,,5:5,Direkt,Geblockt,Gustav Svensson,,Festsetzen,0.1,,
MS4_Malans,Low Q Chance Against: 4,Ballbesitzwechsel Nein,D1,L1,,5:5,Gezogen,Geblockt,Steiner Simon,,Konter,0.1,,
MS4_Malans,Low Q Chance Against: 5,Ballbesitzwechsel Ja,D1,L2,,5:5,Handgelenk,Geblockt,Janis Lauber,,Standart,0.1,,
MS4_Malans,Low Q Chance Against: 6,Ballbesitzwechsel Nein,D1,L1,,5:5,Gezogen,Geblockt,Steiner Luca,,Standart,0.1,,
MS4_Malans,Low Q Chance Against: 7,Ballbesitzwechsel Ja,D1,L2,,5:5,Gezogen,Auf Tor,,,Festsetzen,0.1,,
MS4_Malans,Low Q Chance Against: 8,Ballbesitzwechsel Nein,D1,L3,,5:5,Gezogen,Geblockt,Gian Mühlemann,,Standart,0.1,,
MS4_Malans,Low Q Chance Against: 9,Ballbesitzwechsel Nein,D1,L1,,5:5,Gezogen,Auf Tor,,,Konter,0.1,,
MS4_Malans,Low Q Chance Against: 10,Ballbesitzwechsel Nein,D2,L2,,5:5,Handgelenk,Geblockt,Janis Lauber,,Pressing,0.2,,
MS4_Malans,Low Q Chance Against: 11,Ballbesitzwechsel Nein,D2,L2,,5:5,Handgelenk,Auf Tor,,,Auslösung,0.1,,
MS4_Malans,Low Q Chance Against: 12,Ballbesitzwechsel Nein,D3,L1,,5:5,Gezogen,Auf Tor,,,Konter,0.1,,
MS4_Malans,Low Q Chance Against: 13,Ballbesitzwechsel Nein,D3,L2,,5:5,Gezogen,Neben Tor,,,Auslösung,0.1,,
MS4_Malans,Low Q Chance Against: 14,Ballbesitzwechsel Nein,D3,L2,,5:5,Gezogen,Auf Tor,,,Standart,0.1,,
MS4_Malans,Low Q Chance Against: 15,Ballbesitzwechsel Nein,D3,L2,,5:5,Direkt,Neben Tor,,,Nachsetzen,0.1,,
MS4_Malans,Low Q Chance Against: 16,Ballbesitzwechsel Nein,D3,L1,,5:5,Gezogen,Neben Tor,,,Standart,0.2,,
MS4_Malans,Low Q Chance Against: 17,Ballbesitzwechsel Nein,D3,L1,,5:5,Direkt,Geblockt,Gustav Svensson,,Festsetzen,0.2,,
MS4_Malans,Low Q Chance For: 1,Ballbesitzwechsel Nein,D1,L1,,5:5,Gezogen,Neben Tor,Steiner Simon,Thomas Gfeller,Konter,0.1,,
MS4_Malans,Low Q Chance For: 2,Ballbesitzwechsel Nein,D1,L2,,5:5,Gezogen,Auf Tor,Luca Fankhauser,Nick Pfister,Konter,0.1,,
MS4_Malans,Low Q Chance For: 3,Ballbesitzwechsel Nein,D1,L1,,5:5,Gezogen,Geblockt,Kevin Kropf,Thomas Gfeller,Konter,0.2,,
MS4_Malans,Low Q Chance For: 4,Ballbesitzwechsel Ja,D1,L1,,5:5,Gezogen,Auf Tor,Thomas Gfeller,Steiner Simon,Festsetzen,0.2,,
MS4_Malans,Low Q Chance For: 5,Ballbesitzwechsel Ja,D1,L1,,5:5,Direkt,Geblockt,Gustav Svensson,Thomas Gfeller,Festsetzen,0.2,,
MS4_Malans,Low Q Chance For: 6,Ballbesitzwechsel Nein,D2,L1,,5:5,Direkt,Neben Tor,Steiner Luca,Steiner Simon,Festsetzen,0.1,,
MS4_Malans,Low Q Chance For: 7,Ballbesitzwechsel Ja,D2,L2,,5:5,Handgelenk,Neben Tor,Luca Fankhauser,,Auslösung,0.2,,
MS4_Malans,Low Q Chance For: 8,Ballbesitzwechsel Ja,D2,L2,,5:5,Gezogen,Geblockt,Daniel Hernandez,Janis Lauber,Festsetzen,0.2,,
MS4_Malans,Low Q Chance For: 9,Ballbesitzwechsel Nein,D2,L3,,5:5,Gezogen,Auf Tor,Martin Mosimann,,Zone-Exits,0.1,,
MS4_Malans,Low Q Chance For: 10,Ballbesitzwechsel Nein,D3,L1,,5:5,Gezogen,Geblockt,Steiner Simon,Gian Mühlemann,Festsetzen,0.1,,
MS4_Malans,Low Q Chance For: 11,Ballbesitzwechsel Ja,D3,L2,,5:5,Gezogen,Auf Tor,Nick Pfister,Matteo Steiner,Konter,0.3,,
MS4_Malans,Low Q Chance For: 12,Ballbesitzwechsel Nein,D3,L2,,5:5,Handgelenk,Auf Tor,Matteo Steiner,Daniel Hernandez,Standart,0.2,,
MS4_Malans,Low Q Chance For: 13,Ballbesitzwechsel Nein,D3,L1,,5:5,Gezogen,Geblockt,Steiner Simon,Gustav Svensson,Auslösung,0.2,,
MS4_Malans,Low Q Chance For: 14,Ballbesitzwechsel Ja,D3,L1,,5:5,Gezogen,Geblockt,Kevin Kropf,Thomas Gfeller,Festsetzen,0.1,,
MS4_Malans,Low Q Chance For: 15,Ballbesitzwechsel Nein,D3,L2,,5:5,Gezogen,Geblockt,Gian Mühlemann,,Auslösung,0.2,,
MS4_Malans,Low Q Chance For: 16,Ballbesitzwechsel Nein,D3,PP1,,5:4,Gezogen,Neben Tor,Daniel Hernandez,Matteo Steiner,,0.2,,
MS4_Malans,Low Q Chance For: 17,Ballbesitzwechsel Nein,D3,PP1,,5:4,Direkt,Neben Tor,Steiner Simon,Matteo Steiner,,0.1,,
MS4_Malans,Low Q Chance For: 18,Ballbesitzwechsel Nein,D3,PP1,,5:4,Gezogen,Geblockt,Daniel Hernandez,,,0.1,,
MS4_Malans,Low Q Chance For: 19,Ballbesitzwechsel Nein,D3,PP1,,5:4,Gezogen,Geblockt,Matteo Steiner,,,0.1,,
MS4_Malans,Low Q Chance For: 20,Ballbesitzwechsel Nein,D3,PP1,,5:4,Gezogen,Geblockt,Matteo Steiner,,,0.2,,
MS4_Malans,Low Q Chance For: 21,Ballbesitzwechsel Ja,D3,PP1,,5:4,Direkt,Neben Tor,Kevin Kropf,Janis Lauber,,0.2,,
MS4_Malans,Mid Q Chance Against: 1,Ballbesitzwechsel Nein,D1,L1,,5:5,Gezogen,Neben Tor,,,Konter,0.4,,
MS4_Malans,Mid Q Chance Against: 2,Ballbesitzwechsel Ja,D1,L2,,5:5,Gezogen,Geblockt,Lukas Münger,,Konter,0.3,,
MS4_Malans,Mid Q Chance Against: 3,Ballbesitzwechsel Nein,D2,L1,,5:5,Gezogen,Auf Tor,,,Konter,0.3,,
MS4_Malans,Mid Q Chance Against: 4,Ballbesitzwechsel Nein,D2,L1,,5:5,Handgelenk,Auf Tor,,,Konter,0.4,,
MS4_Malans,Mid Q Chance Against: 5,Ballbesitzwechsel Ja,D3,L2,,5:5,Handgelenk,Neben Tor,,,Konter,0.4,,
MS4_Malans,Mid Q Chance For: 1,Ballbesitzwechsel Nein,D1,L2,,5:5,Gezogen,Geblockt,Luca Fankhauser,Matteo Steiner,Konter,0.4,,
MS4_Malans,Mid Q Chance For: 2,Ballbesitzwechsel Nein,D1,L1,,5:5,Gezogen,Geblockt,Steiner Simon,,Konter,0.4,,
MS4_Malans,Mid Q Chance For: 3,Ballbesitzwechsel Nein,D2,L3,,5:5,Gezogen,Auf Tor,Matteo Steiner,Gian Mühlemann,Festsetzen,0.3,,
MS4_Malans,Mid Q Chance For: 4,Ballbesitzwechsel Nein,D2,L1,,5:5,Direkt,Geblockt,Steiner Luca,Kevin Kropf,Festsetzen,0.3,,
MS4_Malans,Mid Q Chance For: 5,Ballbesitzwechsel Nein,D2,L3,,5:5,Handgelenk,Auf Tor,Matteo Steiner,,Konter,0.3,,
MS4_Malans,Mid Q Chance For: 6,Ballbesitzwechsel Nein,D2,L2,,5:5,Direkt,Geblockt,Nick Pfister,Luca Fankhauser,Auslösung,0.3,,
MS4_Malans,Mid Q Chance For: 7,Ballbesitzwechsel Nein,D3,L1,,5:5,Gezogen,Geblockt,Thomas Gfeller,Kevin Kropf,Auslösung,0.3,,
MS4_Malans,Nachsetzen Tigers: 1,Ballbesitzwechsel Ja,D1,L2,Good,5:5,,,Luca Fankhauser,Daniel Hernandez,Nachsetzen,,,
MS4_Malans,Pot + Chance For: 1,Ballbesitzwechsel Nein,D1,L2,,5:5,Direkt,,Nick Pfister,Lukas Münger,Nachsetzen,0.4,,
MS4_Malans,Pot + Chance For: 2,Ballbesitzwechsel Nein,D1,L1,,5:5,Direkt,,Arno Althaus,Steiner Luca,Konter,0.4,,
MS4_Malans,Pressing: 1,Ballbesitzechsel Nein,D1,L3,Good,5:5,,,Arno Althaus,Christian Stucki,Pressing,,,
MS4_Malans,Tor Gegner: 1,,D2,L1,,5:5,Direkt,,,,Pressing,0.5,,
MS4_Malans,Tor Gegner: 2,,D2,L3,,5:5,Gezogen,,,,Pressing,0.3,,
MS4_Malans,Tor Gegner: 3,,D2,L1,,5:5,Direkt,,,,Pressing,0.7,,
MS4_Malans,Tor Gegner: 4,,D3,L2,,5:5,Direkt,,,,Konter,0.5,,
MS4_Malans,Tor Tigers: 1,,D1,L3,,5:5,Gezogen,,Matteo Steiner,Christian Stucki,Konter,0.3,,
